Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Subperiods,Hours_per_period,Sub_Weights,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5
,,,,,,,1435,71.6974981,101.0980282,97.77741106,41.91728126,7.363609473
,,,,,,,1436,77.10879133,105.9004924,100.7110637,42.21815362,7.416463725
,,,,,,,1437,77.36810027,100.9228956,99.46793965,41.48517733,7.28770177
,,,,,,,1438,74.52994964,98.05236285,97.58824001,38.67170068,6.793458281
,,,,,,,1439,72.20756734,95.29949733,97.54319929,36.6136057,6.431912703
,,,,,,,1440,69.75695535,91.59982122,97.60025087,35.16685776,6.177762468
,,,,,,,1441,74.43021543,67.04294736,94.24621813,32.76948118,5.756615286
,,,,,,,1442,71.27576487,66.15086569,94.61555209,32.49741574,5.708821547
,,,,,,,1443,69.36941671,65.8006005,92.85896377,32.33737725,5.680707583
,,,,,,,1444,69.27538159,64.26545382,94.87979101,32.37898726,5.688017213
,,,,,,,1445,68.87929431,65.96752375,92.69081172,33.16637663,5.826337917
,,,,,,,1446,72.38423937,69.40450097,94.47142176,33.30400973,5.850515926
,,,,,,,1447,80.17775542,74.71320782,98.17677217,32.59984038,5.726814484
,,,,,,,1448,84.32384896,78.74125756,95.45931502,32.05250874,5.630664727
,,,,,,,1449,84.21271656,83.70243566,99.06557583,31.68121945,5.56544033
,,,,,,,1450,84.4834237,84.16215873,101.3146094,31.30032784,5.498529095
,,,,,,,1451,84.50906964,84.25793437,97.93355225,31.10828165,5.464792339
,,,,,,,1452,82.99026011,83.2837593,98.55211155,30.42331692,5.344464572
,,,,,,,1453,81.56833525,81.43939413,99.32681204,29.47268829,5.177467626
,,,,,,,1454,80.28888782,80.3502883,97.8044355,28.15397113,4.945808562
,,,,,,,1455,79.29154573,82.24117306,95.1350218,28.40683194,4.990228625
,,,,,,,1456,78.67604318,82.84866425,97.1078056,29.77356065,5.230321878
,,,,,,,1457,76.9264202,83.78726552,96.14993949,30.41691538,5.343340014
,,,,,,,1458,77.88671816,82.35884027,96.58533318,34.9396031,6.137840639
,,,,,,,1459,79.44257182,88.162844,98.25784548,38.24919907,6.719237416
,,,,,,,1460,85.42947391,90.94307398,103.8458982,38.71331069,6.800767912
,,,,,,,1461,85.65458827,86.1761836,104.5185064,37.3561843,6.562361496
,,,,,,,1462,82.44029719,83.39595362,100.7380881,34.96200849,6.141776594
,,,,,,,1463,79.85290685,80.60477785,100.2216211,32.74387502,5.752117051
,,,,,,,1464,77.20567599,77.79171051,98.25484276,31.79644716,5.585682384
,,,,,,,1465,77.84967402,71.59092199,95.42628516,32.44300266,5.699262799
,,,,,,,1466,74.58979016,70.64137494,94.48343262,32.18053953,5.653155898
,,,,,,,1467,72.65209696,69.7219288,92.47461624,32.02370181,5.625604213
,,,,,,,1468,72.43553125,67.18524259,93.09017283,32.0781149,5.635162961
,,,,,,,1469,71.99385118,68.96666948,93.49553936,32.8623035,5.772921385
,,,,,,,1470,75.57003496,71.97949744,96.24002094,32.99033429,5.795412556
,,,,,,,1471,83.53737349,78.23227845,101.39268,32.29256648,5.672835673
,,,,,,,1472,87.83734267,82.58049246,102.7859398,31.74843561,5.577248195
,,,,,,,1473,87.74900666,87.38295665,103.4675561,31.39315016,5.514835195
,,,,,,,1474,88.15649214,88.38996909,103.2153281,31.01225856,5.44792396
,,,,,,,1475,88.1251471,88.42007,103.9690096,30.78820467,5.40856441
,,,,,,,1476,86.59208983,87.59366306,103.8669172,30.10003917,5.287674365
,,,,,,,1477,85.15591722,85.71098764,102.2604647,29.1750167,5.125175652
,,,,,,,1478,83.84227521,84.32634554,101.1284411,27.85309877,4.892954309
,,,,,,,1479,82.66541154,86.38415356,98.20980203,28.11876266,4.939623489
,,,,,,,1480,82.049909,87.31180903,99.14364642,29.47588906,5.178029905
,,,,,,,1481,80.38577248,88.43375223,102.2094185,30.12244456,5.29161032
,,,,,,,1482,81.39166322,87.54987991,98.00261469,34.60672304,6.079363593
,,,,,,,1483,82.99310966,93.94495615,100.0294474,37.83950054,6.647265668
,,,,,,,1484,89.15668378,96.73065903,103.3594584,38.31321447,6.730483002
,,,,,,,1485,89.34190445,91.31523075,101.7680194,36.96248961,6.493201145
,,,,,,,1486,86.1760557,88.52131853,100.918251,34.62592766,6.082737269
,,,,,,,1487,83.72544371,85.27862904,97.3059848,32.42379804,5.695889123
,,,,,,,1488,80.93003631,82.23022727,93.48953393,31.48917326,5.531703573
,,,,,,,1489,79.16616558,74.28358567,93.34240089,31.6332079,5.557006141
,,,,,,,1490,75.83219345,73.36961243,93.25231944,31.37394555,5.511461519
,,,,,,,1491,73.80616423,72.48847655,92.90400449,31.23311168,5.486721231
,,,,,,,1492,73.67793454,69.82591378,93.91591947,31.27152091,5.493468582
,,,,,,,1493,73.25620131,71.79889195,94.78670685,32.03330412,5.627291051
,,,,,,,1494,76.98626073,75.02516276,96.53728974,32.13892953,5.645846267
,,,,,,,1495,85.17016497,81.52696043,103.5155996,31.44436248,5.523831663
,,,,,,,1496,89.56701881,86.08588085,103.0201516,30.91623547,5.431055582
,,,,,,,1497,89.38749723,91.16198972,103.647719,30.57055233,5.370329419
,,,,,,,1498,89.77503587,92.20457597,102.0803018,30.19926303,5.305105023
,,,,,,,1499,89.76933678,92.1361648,104.8878404,29.97520915,5.265745473
,,,,,,,1500,88.1308462,91.2304009,103.374472,29.27744133,5.143168589
,,,,,,,1501,86.61773577,89.29846943,102.3895814,28.37482425,4.984605832
,,,,,,,1502,85.24710278,87.80984236,103.6026783,27.11372095,4.763067795
,,,,,,,1503,84.24121205,89.85670459,101.9872176,27.37938484,4.809736975
,,,,,,,1504,83.62285995,90.88287215,102.4616466,28.69170046,5.040271481
,,,,,,,1505,81.81624599,92.03217982,104.3623652,29.32865365,5.152165058
,,,,,,,1506,82.86487996,90.99233002,104.4464412,33.72331058,5.924174512
,,,,,,,1507,84.55181287,97.80334618,104.5695526,36.86646652,6.476332766
,,,,,,,1508,90.87211217,100.7860732,106.7224993,37.31457429,6.555051866
,,,,,,,1509,91.03738601,95.20645814,104.7256938,35.99585713,6.323392802
,,,,,,,1510,87.69771478,92.21004886,100.6269877,33.68810211,5.91798944
,,,,,,,1511,85.02768752,88.65540443,98.1827776,31.57879481,5.547447393
,,,,,,,1512,82.22088193,85.46197098,96.71745264,30.6793785,5.389446915
,,,,,,,1513,81.08961104,80.75528243,92.01820354,35.53494628,6.242424585
,,,,,,,1514,77.73284252,79.70995974,94.38434303,35.11244467,6.16820372
,,,,,,,1515,75.68686646,78.67010994,93.26132759,34.75075768,6.104666161
,,,,,,,1516,75.41330977,75.77494919,91.97316282,34.89799309,6.130531008
,,,,,,,1517,74.98587745,77.89295904,92.74786331,35.76860248,6.283470973
,,,,,,,1518,78.76152965,80.27640423,95.51936933,36.01506175,6.326766477
,,,,,,,1519,86.89984111,86.37868066,100.3447325,35.4165178,6.221620252
,,,,,,,1520,91.12002292,90.30000897,104.1041317,34.34105915,6.032694413
,,,,,,,1521,90.88635992,95.18456657,103.6357082,33.90255369,5.955662151
,,,,,,,1522,91.39642916,96.54458064,103.9900286,33.56327209,5.896060548
,,,,,,,1523,91.27104901,96.87021781,104.0741046,33.47044976,5.879754448
,,,,,,,1524,89.75793858,96.062966,104.1161426,33.02234199,5.801035349
,,,,,,,1525,88.33601372,93.5563807,104.227243,32.14853184,5.647533105
,,,,,,,1526,87.00527441,91.86252011,100.3267162,30.61856387,5.378763608
,,,,,,,1527,85.86545488,95.02585265,102.4346221,30.76900005,5.405190735
,,,,,,,1528,85.13312083,96.03833798,105.1250549,32.174138,5.652031339
,,,,,,,1529,83.46328522,96.45154145,102.0412665,32.73107194,5.749867934
,,,,,,,1530,84.40078678,94.69474258,102.5217009,37.42340046,6.574169361
,,,,,,,1531,86.0706224,101.2676879,101.6539162,41.44996887,7.281516698
,,,,,,,1532,92.57044328,105.4380328,105.2631798,42.1349336,7.401844464
,,,,,,,1533,92.79555763,100.0280775,105.4133155,41.02106571,7.206171274
,,,,,,,1534,89.67530167,97.25332037,103.6657353,38.7965307,6.815387173
,,,,,,,1535,87.36146802,93.95042905,102.5817552,36.07907715,6.338012063
,,,,,,,1536,84.38938859,90.31642765,100.4858601,34.77636384,6.109164395
,,,,,,,1537,65.20052677,88.28051121,94.87979101,34.57151457,6.073178521
,,,,,,,1538,61.69558171,86.32395173,97.57022372,34.15221373,5.999519935
,,,,,,,1539,59.47578317,84.34550067,95.08998107,33.69130288,5.918551719
,,,,,,,1540,57.80594756,82.3725225,94.50445163,33.85774291,5.947790242
,,,,,,,1541,58.0538583,83.6695983,93.99699278,34.65793536,6.088360062
,,,,,,,1542,61.47046735,86.19260228,96.89161012,34.96520926,6.142338873
,,,,,,,1543,70.05330843,91.05800475,101.1044194,34.44668455,6.051249629
,,,,,,,1544,73.63804085,94.39373343,101.4287126,33.32641512,5.854451881
,,,,,,,1545,73.82326153,96.24083504,105.6235056,32.79828811,5.761675799
,,,,,,,1546,75.52159263,99.6449749,97.02973501,32.51662036,5.712195222
,,,,,,,1547,74.5043037,101.4127196,102.7559127,32.41419573,5.694202285
,,,,,,,1548,72.46687628,101.979164,102.2934945,32.03650489,5.62785333
,,,,,,,1549,69.59168151,99.5574086,102.1103289,31.13708858,5.469852852
,,,,,,,1550,71.13328743,97.82523776,100.2876809,29.69994294,5.217389455
,,,,,,,1551,69.81109677,101.2649514,102.1283452,29.78316296,5.232008716
,,,,,,,1552,69.84814091,101.7383567,103.2813878,31.1562932,5.473226528
,,,,,,,1553,68.61998536,101.1472842,102.7318909,31.91167487,5.605924438
,,,,,,,1554,69.30672663,95.35969916,100.8732103,36.51118107,6.413919766
,,,,,,,1555,72.3158502,99.57382728,102.0232502,40.07363785,7.039736607
,,,,,,,1556,79.10062596,102.4416236,105.8276902,40.8322203,7.172996796
,,,,,,,1557,78.90970619,98.84866887,103.3894855,39.74715933,6.98238412
,,,,,,,1558,75.13405399,96.73886837,102.2094185,37.36258584,6.563486055
,,,,,,,1559,72.63499966,95.20372169,102.0322583,34.81157231,6.115349467
,,,,,,,1560,68.17545575,93.18696038,100.1585641,33.48645361,5.882565845
,,,,,,,1561,64.80158993,88.28051121,96.47423272,35.30129009,6.201378198
,,,,,,,1562,61.3393881,86.32395173,97.07477574,34.77636384,6.109164395
,,,,,,,1563,59.24781926,84.34550067,95.39926072,34.63873074,6.084986386
,,,,,,,1564,57.56088636,82.3725225,97.65129703,34.90119386,6.131093287
,,,,,,,1565,57.8315935,83.6695983,97.10180017,35.70778785,6.272787666
,,,,,,,1566,61.05443322,86.19260228,100.9692972,35.70778785,6.272787666
,,,,,,,1567,69.36656716,91.05800475,103.6777462,35.48373397,6.233428117
,,,,,,,1568,73.82326153,94.39373343,104.3953951,34.99401619,6.147399387
,,,,,,,1569,74.74081625,96.24083504,104.2752865,35.06123235,6.159207251
,,,,,,,1570,75.97182134,99.6449749,103.7347978,34.61952612,6.081612711
,,,,,,,1571,74.81490452,101.4127196,102.257462,34.71234844,6.09791881
,,,,,,,1572,72.44407989,101.979164,101.3206149,34.02098217,5.976466485
,,,,,,,1573,69.65437159,99.5574086,102.6418095,32.91991736,5.783042412
,,,,,,,1574,71.17603066,97.82523776,101.4527343,32.08451644,5.636287519
,,,,,,,1575,69.58313287,101.2649514,99.08058941,32.59663961,5.726252205
,,,,,,,1576,69.75125625,101.7383567,99.73818401,33.85774291,5.947790242
,,,,,,,1577,68.83940062,101.1472842,99.31179847,34.0913991,5.988836629
,,,,,,,1578,69.65437159,95.35969916,96.7684988,38.04755057,6.683813821
,,,,,,,1579,72.72903478,99.57382728,98.04465271,41.67722352,7.321438527
,,,,,,,1580,79.23170521,102.4416236,103.3294312,42.06451667,7.38947432
,,,,,,,1581,78.79572423,98.84866887,102.2904918,41.33154038,7.260712364
,,,,,,,1582,74.77501084,96.73886837,101.1224357,38.26520292,6.722048812
,,,,,,,1583,72.0536917,95.20372169,99.04755954,36.31273334,6.379058451
,,,,,,,1584,67.57705049,93.18696038,97.21590334,34.79236769,6.111975792
,,,,,,,1585,73.84035882,80.8236936,97.42008797,36.56239339,6.422916235
,,,,,,,1586,70.78564247,79.77563446,94.63356838,36.04706945,6.33238927
,,,,,,,1587,68.94768348,78.72483888,93.81682988,35.83901941,6.295841117
,,,,,,,1588,68.81375468,75.84336037,90.75706321,35.88383019,6.303713027
,,,,,,,1589,68.2894377,77.95863377,95.1560408,36.86646652,6.476332766
,,,,,,,1590,71.64620622,80.3502883,100.2786727,36.52398415,6.416168883
,,,,,,,1591,79.42832407,86.46624696,99.91834691,35.60536322,6.254794729
,,,,,,,1592,83.73969145,90.39852106,100.1405478,34.60672304,6.079363593
,,,,,,,1593,83.85652296,95.2858151,100.5278981,34.94600464,6.138965197
,,,,,,,1594,84.02749589,96.64856562,101.867109,34.23223297,6.013576917
,,,,,,,1595,84.01324814,96.98788503,102.7258855,34.89799309,6.130531008
,,,,,,,1596,82.43459809,96.191579,102.7048665,35.14765314,6.174388792
,,,,,,,1597,81.0753633,93.66583858,101.8791199,34.48829456,6.05855926
,,,,,,,1598,79.68478347,91.98839667,100.1315397,32.67025731,5.739184628
,,,,,,,1599,78.69599003,95.1517292,98.55811698,33.28800588,5.847704529
,,,,,,,1600,78.03774425,96.16695098,96.42919199,34.44348378,6.05068735
,,,,,,,1601,76.39355457,96.577418,96.36913769,34.77956461,6.109726675
,,,,,,,1602,77.31395884,94.83430137,94.01500907,39.21903232,6.889608038
,,,,,,,1603,78.64469815,101.3853551,96.45621643,43.50806385,7.643062276
,,,,,,,1604,84.39508768,105.5557001,100.401784,44.49070017,7.815682015
,,,,,,,1605,84.42643272,100.129326,101.6719325,43.31921843,7.609887798
,,,,,,,1606,81.40591096,97.3600418,97.37504724,40.99225878,7.20111076
,,,,,,,1607,79.04648453,94.05441403,96.13492592,38.32601754,6.732732119
,,,,,,,1608,76.65856261,90.42041263,94.38434303,36.46957106,6.406610135
,,,,,,,1609,78.10898297,80.8236936,88.883369,38.86374687,6.827195038
,,,,,,,1610,74.8547982,79.77563446,89.46289301,38.29721062,6.727671605
,,,,,,,1611,72.88006086,78.72483888,91.92812209,38.26840369,6.722611092
,,,,,,,1612,72.72333568,75.84336037,91.02430485,38.52446527,6.767593434
,,,,,,,1613,72.25031057,77.95863377,93.66068869,39.45909005,6.931778984
,,,,,,,1614,75.85498984,80.3502883,97.68132418,39.39827543,6.921095678
,,,,,,,1615,83.9990004,86.46624696,98.28486991,39.07179691,6.863743191
,,,,,,,1616,88.46709296,90.39852106,98.77431247,38.62368914,6.785024092
,,,,,,,1617,88.43859747,95.2858151,96.90662369,38.7965307,6.815387173
,,,,,,,1618,88.77199469,96.64856562,99.92735506,38.25880138,6.720924254
,,,,,,,1619,88.72070281,96.98788503,97.79542735,38.39643448,6.745102263
,,,,,,,1620,87.08791133,96.191579,100.5399089,37.57703741,6.601158767
,,,,,,,1621,85.63749097,93.66583858,101.804052,36.39915413,6.394239991
,,,,,,,1622,84.20701746,91.98839667,99.86730076,35.42612011,6.22330709
,,,,,,,1623,83.19827718,95.1517292,99.49496409,36.0310656,6.329577874
,,,,,,,1624,82.5229341,96.16695098,97.94256039,37.43620354,6.576418478
,,,,,,,1625,80.79895706,96.577418,99.3988772,37.43940431,6.576980758
,,,,,,,1626,81.7991487,94.83430137,98.49505997,41.75724277,7.335495509
,,,,,,,1627,83.35785191,101.3853551,98.89141836,46.21271432,8.118188269
,,,,,,,1628,89.49862964,105.5557001,102.9480864,46.52638976,8.173291638
,,,,,,,1629,89.60406294,100.129326,101.5728429,45.7069927,8.029348142
,,,,,,,1630,86.39262141,97.3600418,100.1525587,42.56063599,7.476627608
,,,,,,,1631,83.8764698,94.05441403,99.11662199,40.2912902,7.077971598
,,,,,,,1632,81.19504435,90.42041263,96.82555038,38.69410607,6.797394236
,,,,,,,1633,79.70188076,87.43494914,91.16242975,38.28120677,6.724860209
,,,,,,,1634,76.38785547,87.00532699,93.27934388,37.60904511,6.60678156
,,,,,,,1635,74.3874722,86.63317022,92.108285,37.70826897,6.624212217
,,,,,,,1636,74.2649416,83.25365838,91.77798634,37.87790977,6.654013019
,,,,,,,1637,73.74347416,84.86816201,92.00018725,38.88295149,6.830568714
,,,,,,,1638,77.43648944,86.70431784,95.80462726,38.21078983,6.712490065
,,,,,,,1639,85.71727834,91.43563441,97.81944907,37.63785204,6.611842073
,,,,,,,1640,90.21386639,93.85191696,101.2545551,37.18014196,6.531436136
,,,,,,,1641,90.15402587,98.98001832,100.9362673,38.15317598,6.702369038
,,,,,,,1642,90.41903391,100.5917855,102.6628285,37.27616505,6.548304514
,,,,,,,1643,90.44467985,101.4072467,103.2693769,38.20118752,6.710803227
,,,,,,,1644,88.72355236,100.0964886,104.1882078,38.1819829,6.707429551
,,,,,,,1645,87.19619418,98.42178317,104.7467128,37.34018045,6.5595501
,,,,,,,1646,85.77996842,96.10127625,103.953996,36.12388792,6.345883973
,,,,,,,1647,84.77977678,99.14420513,101.5608321,37.1545358,6.526937902
,,,,,,,1648,84.13577874,100.2442568,102.5577335,38.19158521,6.709116389
,,,,,,,1649,82.33771343,99.55467216,101.7500031,37.9067167,6.659073533
,,,,,,,1650,83.36355101,97.2724755,99.92735506,41.73483738,7.331559554
,,,,,,,1651,84.93080286,102.6988496,101.2155198,46.32794204,8.138430323
,,,,,,,1652,91.19981029,106.9895982,106.4402441,46.968096,8.250886179
,,,,,,,1653,91.23685442,102.7371598,105.6775544,46.24472202,8.123811062
,,,,,,,1654,87.94562553,100.7067163,103.0862113,43.22959687,7.594143978
,,,,,,,1655,85.31834151,98.867824,102.1373534,41.0434711,7.210107229
,,,,,,,1656,82.69675658,95.59503359,99.96939307,38.88935303,6.831693272
,,,,,,,1657,81.60252983,96.16968743,96.22200465,38.22039214,6.714176902
,,,,,,,1658,78.21726582,94.73305284,95.79862183,37.57063587,6.600034208
,,,,,,,1659,76.19408615,93.81087026,94.49244077,37.72747359,6.627585893
,,,,,,,1660,76.04875916,92.42075527,94.50745434,37.87150823,6.652888461
,,,,,,,1661,75.48169895,93.22527064,96.1319232,38.8925538,6.832255552
,,,,,,,1662,79.22315656,95.92067076,98.30889163,38.21719137,6.713614623
,,,,,,,1663,87.69771478,98.93349872,101.5998674,37.60904511,6.60678156
,,,,,,,1664,92.31968298,100.7258714,104.5485336,37.31777506,6.555614145
,,,,,,,1665,92.32253253,103.3309688,104.7857481,38.30681293,6.729358443
,,,,,,,1666,92.53909824,106.535348,104.6986693,37.40099507,6.570233406
,,,,,,,1667,92.56759373,109.1486547,104.2332485,38.32281677,6.732169839
,,,,,,,1668,90.80657255,109.0775071,105.2721879,38.23959676,6.717550578
,,,,,,,1669,89.24786934,107.3480727,104.638615,37.31457429,6.555051866
,,,,,,,1670,87.82309493,105.1753339,103.7077733,36.11748638,6.344759414
,,,,,,,1671,86.74596547,108.5630551,102.9270674,37.19934658,6.534809812
,,,,,,,1672,86.0649233,108.776498,103.2723797,38.28760831,6.725984767
,,,,,,,1673,84.25261024,106.8117292,103.8128684,38.02834595,6.680440146
,,,,,,,1674,85.26989918,99.70517673,102.7198801,41.83726201,7.349552491
,,,,,,,1675,86.83715103,102.0858855,100.3327216,46.37275281,8.146302233
,,,,,,,1676,93.22298996,105.3176292,107.0708142,46.95209215,8.248074783
,,,,,,,1677,93.28568003,103.19141,105.1700956,46.12629354,8.103006728
,,,,,,,1678,89.9517079,101.7109923,103.026157,42.9831376,7.550848474
,,,,,,,1679,87.28737975,102.0858855,101.1224357,40.88343261,7.181993265
,,,,,,,1680,84.64299843,100.5562117,99.16766814,38.79012916,6.814262615
,,,,,,,1681,82.54858004,97.26973905,95.80762997,39.90719782,7.010498084
,,,,,,,1682,79.11202415,95.83584091,97.2068952,39.20943001,6.8879212
,,,,,,,1683,77.02900396,94.8999761,97.03574044,39.32465772,6.908163255
,,,,,,,1684,76.89792471,93.46060506,95.7325621,39.49749929,6.938526336
,,,,,,,1685,76.36220953,94.27880267,95.48633946,40.5345487,7.120704823
,,,,,,,1686,80.21195,96.77717862,99.61507269,39.82717858,6.996441102
,,,,,,,1687,88.78054333,99.62034688,102.9631,39.2318354,6.891857155
,,,,,,,1688,93.40251153,101.2321141,106.2660866,38.79012916,6.814262615
,,,,,,,1689,93.32272417,103.7113349,106.6174043,39.8143755,6.994191985
,,,,,,,1690,93.5991304,106.9540244,105.8607201,38.8925538,6.832255552
,,,,,,,1691,93.62762589,109.6494245,104.8998512,39.89439474,7.008248967
,,,,,,,1692,91.85235697,109.6029049,106.9717246,39.88159167,7.00599985
,,,,,,,1693,90.27940602,107.7667491,103.4285208,38.9981792,6.850810768
,,,,,,,1694,88.82043702,105.5557001,103.8759254,37.74027667,6.62983501
,,,,,,,1695,87.79744899,109.1979108,103.9690096,38.81573532,6.818760849
,,,,,,,1696,87.11925637,109.4387181,104.0560883,39.89439474,7.008248967
,,,,,,,1697,85.24710278,107.307026,102.8249751,39.59352238,6.955394714
,,,,,,,1698,86.3042854,100.0882793,100.834175,43.55287462,7.650934186
,,,,,,,1699,87.93137778,102.4142591,100.9512809,48.34762778,8.49322855
,,,,,,,1700,94.44544641,105.8539728,107.5872812,49.01018713,8.609620361
,,,,,,,1701,94.50243738,103.7989012,106.8606242,48.24520314,8.475235613
,,,,,,,1702,91.09722653,102.4087862,103.2663742,45.07964182,7.919141403
,,,,,,,1703,88.38445605,102.8575635,101.5938619,42.80069372,7.518798555
,,,,,,,1704,85.65458827,101.2239047,99.44692065,40.55375332,7.124078499
,,,,,,,1705,82.58847373,94.09272428,96.87359382,37.72427282,6.627023614
,,,,,,,1706,79.14621874,92.72723731,97.12582189,37.09692194,6.516816875
,,,,,,,1707,77.04040216,91.83789209,98.55511427,37.2601612,6.545493118
,,,,,,,1708,76.88082742,90.45051355,93.9009059,37.40099507,6.570233406
,,,,,,,1709,76.40210322,91.19209064,98.9004265,38.39963525,6.745664542
,,,,,,,1710,80.26324188,93.81634315,101.0894058,37.71146974,6.624774497
,,,,,,,1711,88.72640191,96.72792258,106.5183147,37.12572887,6.521877388
,,,,,,,1712,93.30277733,98.4354654,105.4763725,36.86966729,6.476895046
,,,,,,,1713,93.1318044,100.9529965,107.8515201,37.85870515,6.650639344
,,,,,,,1714,93.57063492,104.0533907,106.9266839,36.96248961,6.493201145
,,,,,,,1715,93.58203311,106.6475423,107.7944686,37.89391362,6.656824416
,,,,,,,1716,91.85520652,106.5818676,105.5544431,37.81709515,6.643329713
,,,,,,,1717,90.3192997,104.9098986,108.7883673,36.90487575,6.483080118
,,,,,,,1718,88.85178205,102.8137803,107.22095,35.74299632,6.278972738
,,,,,,,1719,87.78890034,106.1303539,106.4942929,36.80245112,6.465087181
,,,,,,,1720,87.16484915,106.3848434,106.0889264,37.86830746,6.652326181
,,,,,,,1721,85.3297397,104.4748036,107.4341428,37.5994428,6.605094722
,,,,,,,1722,86.46955923,97.68567897,103.3924883,41.34754423,7.263523761
,,,,,,,1723,88.15649214,99.95692984,105.2691852,45.79981502,8.045654241
,,,,,,,1724,94.67056076,103.0217503,109.6591546,46.35994973,8.144053116
,,,,,,,1725,94.71045445,100.9228956,108.5961935,45.54695421,8.001234178
,,,,,,,1726,91.32234089,99.54919926,107.1098495,42.42620365,7.453011879
,,,,,,,1727,88.70075597,99.9487205,106.0769155,40.35850637,7.089779463
,,,,,,,1728,85.83695939,98.44641119,105.3412503,38.29080908,6.726547047
,,,,,,,1729,76.94636704,95.47462993,99.27576589,38.19798675,6.710240947
,,,,,,,1730,73.71497867,94.07356915,98.25784548,37.54502971,6.595535974
,,,,,,,1731,71.71174584,93.15959591,98.77731518,37.70826897,6.624212217
,,,,,,,1732,71.64335667,91.76674447,99.80124103,37.85550438,6.650077064
,,,,,,,1733,71.35555224,92.55757761,99.64509984,38.90535688,6.834504669
,,,,,,,1734,75.05426662,95.22561327,102.8279778,38.23639599,6.716988299
,,,,,,,1735,82.85348177,98.20013097,107.6443328,37.62504896,6.609592956
,,,,,,,1736,86.86849607,99.97334852,105.5784648,37.36578661,6.564048334
,,,,,,,1737,86.34132953,102.5346628,107.6413301,38.38043063,6.742290867
,,,,,,,1738,86.85139878,105.7253598,109.7132035,37.45860893,6.580354433
,,,,,,,1739,86.86849607,108.33593,110.9713411,38.42204064,6.749600497
,,,,,,,1740,85.3411379,108.286674,108.7523347,38.37722986,6.741728587
,,,,,,,1741,83.90211574,106.5873405,107.8365066,37.429802,6.57529392
,,,,,,,1742,82.60842057,104.4392297,108.6742641,36.19110409,6.357691838
,,,,,,,1743,81.75640547,107.7776949,102.921062,37.30177121,6.552802749
,,,,,,,1744,81.16084976,108.0185022,108.8243998,38.41883987,6.749038218
,,,,,,,1745,79.34283761,106.0810978,108.0587075,38.14357367,6.7006822
,,,,,,,1746,80.41996707,99.04569304,104.1611833,41.88207279,7.357424401
,,,,,,,1747,82.14679366,101.3662,103.9059525,46.48157899,8.165419728
,,,,,,,1748,88.45569477,104.5322689,109.7432306,47.06411909,8.267754558
,,,,,,,1749,88.53263258,102.4279413,109.1607039,46.23511971,8.122124224
,,,,,,,1750,85.26135053,100.980361,106.5393337,43.06635761,7.565467735
,,,,,,,1751,82.71385387,101.3388355,106.4462495,40.96345186,7.196050247
,,,,,,,1752,79.83865911,99.84747197,106.3321463,38.82533763,6.820447687
,,,,,,,1753,69.3751158,96.04654732,99.11361927,34.68994306,6.093982855
,,,,,,,1754,66.4742751,94.64822299,99.02954325,34.17141835,6.002893611
,,,,,,,1755,64.76169625,93.72604041,98.94546723,34.48509379,6.057996981
,,,,,,,1756,64.60782061,92.31950673,100.5759415,34.55551072,6.070367125
,,,,,,,1757,64.26587475,93.12128566,101.3596502,35.5541509,6.245798261
,,,,,,,1758,67.48871448,95.8002671,102.0382638,34.93640233,6.137278359
,,,,,,,1759,74.44731272,98.78846704,103.7948521,34.27064221,6.020324269
,,,,,,,1760,78.18307124,100.5753668,105.1490766,34.47869225,6.056872422
,,,,,,,1761,77.9009659,103.1366811,105.2031254,35.41011626,6.220495693
,,,,,,,1762,78.30845138,106.3355874,106.3891979,34.51390072,6.063057494
,,,,,,,1763,78.33694687,108.9488941,106.6023907,35.2788847,6.197442243
,,,,,,,1764,76.94636704,108.9105839,105.155082,34.97801234,6.14458799
,,,,,,,1765,75.63842413,107.2167233,105.8276902,33.88334907,5.952288476
,,,,,,,1766,74.50715325,105.0576667,102.9811163,32.82709503,5.766736313
,,,,,,,1767,73.54115619,108.4043412,104.5725553,33.97937216,5.969156854
,,,,,,,1768,73.05958244,108.647885,100.06548,35.14765314,6.174388792
,,,,,,,1769,71.54362246,106.7077442,102.5817552,35.0036185,6.149086224
,,,,,,,1770,72.49822132,99.61487399,102.7228828,38.43804449,6.752411894
,,,,,,,1771,73.99708401,101.9435902,101.6509135,42.42940442,7.453574158
,,,,,,,1772,79.54800513,105.1178686,106.3621735,42.76868602,7.513175762
,,,,,,,1773,79.6163943,103.0025952,106.8426079,41.7220343,7.329310437
,,,,,,,1774,76.76399592,101.544069,99.16466543,38.46365065,6.756910128
,,,,,,,1775,74.51570189,101.8970706,103.8338874,36.83765959,6.471272253
,,,,,,,1776,71.98530253,100.4275987,101.7470004,35.08683851,6.163705486
,,,,,,,1777,75.06281527,94.79872756,97.99360655,37.16733888,6.529187019
,,,,,,,1778,71.90266562,93.4277677,97.45011512,36.62000724,6.433037262
,,,,,,,1779,69.93362737,92.51105801,99.6571107,36.95928884,6.492638865
,,,,,,,1780,69.87378685,91.13188881,99.85829261,37.02330424,6.503884451
,,,,,,,1781,69.55748693,91.90083037,96.64839019,38.07955827,6.689436614
,,,,,,,1782,73.14506891,94.53329222,103.0201516,37.42660123,6.574731641
