Date,NR,WR,SR,ER,NER,TOTAL
19-Sep-17,1186,972,816,405,47,3426
20-Sep-17,1199,950,887,401,47,3484
21-Sep-17,1183,947,880,401,47,3459
22-Sep-17,1071,947,896,409,48,3370
23-Sep-17,949,980,894,421,47,3291
24-Sep-17,972,985,870,427,47,3301
25-Sep-17,1036,1036,836,432,49,3389
26-Sep-17,1068,1051,833,429,51,3432
27-Sep-17,1076,1070,825,414,52,3437
28-Sep-17,1091,1073,799,400,47,3410
29-Sep-17,1104,1066,747,368,40,3325
30-Sep-17,1086,990,726,362,38,3203
01-Oct-17,1050,1013,712,345,39,3158
02-Oct-17,1036,1054,710,346,43,3190
03-Oct-17,1055,1092,768,375,45,3335
04-Oct-17,1068,1097,803,392,48,3407
05-Oct-17,1097,1103,791,400,48,3439
06-Oct-17,1090,1100,790,411,50,3441
07-Oct-17,1092,1090,792,416,49,3438
08-Oct-17,1066,1052,748,401,47,3314
09-Oct-17,1086,1065,794,385,46,3376
10-Oct-17,1098,1059,793,374,50,3374
11-Oct-17,1077,1044,794,392,50,3358
12-Oct-17,1052,1052,785,409,50,3348
13-Oct-17,1040,1063,786,420,48,3357
14-Oct-17,1041,1061,770,418,47,3338
15-Oct-17,1006,1050,727,411,47,3240
16-Oct-17,997,1079,751,412,48,3287
17-Oct-17,1029,1076,759,412,49,3325
18-Oct-17,1019,1039,733,419,49,3258
19-Oct-17,948,975,718,392,48,3080
20-Oct-17,913,876,772,366,43,2970
21-Oct-17,888,910,789,359,36,2982
22-Oct-17,900,945,782,366,35,3029
23-Oct-17,917,1010,835,394,39,3195
24-Oct-17,922,1010,855,398,43,3229
25-Oct-17,919,1057,861,395,42,3274
26-Oct-17,911,1066,860,380,42,3260
27-Oct-17,906,1077,856,370,43,3252
28-Oct-17,915,1074,840,363,41,3233
29-Oct-17,865,1055,814,353,40,3127
30-Oct-17,872,1081,824,352,39,3169
31-Oct-17,879,1088,823,339,40,3168
01-Nov-17,863,1076,810,335,41,3124
02-Nov-17,880,1080,823,327,41,3151
03-Nov-17,878,1079,834,334,42,3167
04-Nov-17,871,1077,819,335,41,3143
05-Nov-17,849,1051,759,334,40,3034
06-Nov-17,865,1097,784,346,40,3132
07-Nov-17,853,1117,790,345,39,3145
08-Nov-17,861,1120,820,347,41,3189
09-Nov-17,868,1124,845,340,42,3218
10-Nov-17,871,1112,852,335,43,3212
11-Nov-17,860,1096,837,332,40,3166
12-Nov-17,825,1110,791,318,39,3084
13-Nov-17,845,1086,836,327,39,3132
14-Nov-17,836,1094,863,332,40,3165
15-Nov-17,828,1095,857,328,40,3148
16-Nov-17,844,1091,881,326,41,3183
17-Nov-17,852,1094,897,327,40,3211
18-Nov-17,832,1093,883,336,40,3184
19-Nov-17,796,1063,843,331,39,3073
20-Nov-17,808,1087,866,336,40,3138
21-Nov-17,822,1087,880,329,41,3159
22-Nov-17,834,1087,887,321,42,3170
23-Nov-17,837,1082,893,317,41,3170
24-Nov-17,839,1072,914,315,40,3180
25-Nov-17,852,1067,880,317,40,3156
26-Nov-17,829,1041,818,312,39,3039
27-Nov-17,828,1070,838,324,40,3100
28-Nov-17,852,1076,856,326,40,3150
29-Nov-17,856,1074,852,326,41,3149
30-Nov-17,859,1078,804,319,40,3099
01-Dec-17,856,1069,781,317,39,3062
02-Dec-17,865,1074,777,311,39,3066
03-Dec-17,823,1045,744,306,39,2957
04-Dec-17,840,1058,792,316,40,3046
05-Dec-17,840,981,824,320,41,3006
06-Dec-17,835,962,840,327,41,3005
07-Dec-17,845,1011,857,325,41,3080
08-Dec-17,902,1036,868,320,41,3168
09-Dec-17,851,1036,865,320,41,3114
10-Dec-17,837,1026,828,318,38,3047
11-Dec-17,810,1055,869,324,40,3099
12-Dec-17,769,1045,886,327,41,3068
13-Dec-17,843,1062,900,328,43,3175
14-Dec-17,845,1055,910,331,42,3182
15-Dec-17,851,1063,897,332,41,3185
16-Dec-17,866,1056,874,331,42,3169
17-Dec-17,858,1045,834,323,39,3100
18-Dec-17,865,1065,876,325,40,3172
19-Dec-17,890,1054,881,328,42,3194
20-Dec-17,904,1060,885,326,42,3217
21-Dec-17,905,1062,893,326,42,3229
22-Dec-17,910,1066,893,327,42,3238
23-Dec-17,897,1061,882,325,42,3207
24-Dec-17,879,1039,835,320,42,3116
25-Dec-17,889,1055,855,323,41,3164
26-Dec-17,921,1070,885,322,41,3238
27-Dec-17,922,1056,896,327,41,3242
28-Dec-17,915,1060,889,325,41,3230
29-Dec-17,911,1045,912,322,42,3232
30-Dec-17,898,1051,917,317,41,3224
31-Dec-17,864,1016,882,314,40,3116
