Date,NR,WR,SR,ER,NER,TOTAL
1-Jan-18,44841,49679,42112,16890,2259,146801
2-Jan-18,45951,50052,42504,16937,2322,151489
3-Jan-18,46041,49230,43154,17436,2286,152859
4-Jan-18,46163,50336,43148,17760,2287,152783
5-Jan-18,46700,51035,42334,18474,2402,153147
6-Jan-18,46598,51297,42960,17240,2357,152139
7-Jan-18,43672,48928,40624,16718,2244,147105
8-Jan-18,46242,50590,42689,17517,2393,153073
9-Jan-18,46725,50387,42902,18533,2409,155102
10-Jan-18,47460,49943,42317,18493,2396,154860
11-Jan-18,46663,51410,43054,18715,2436,155657
12-Jan-18,47310,51720,43560,18710,2480,156799
13-Jan-18,46402,50923,42532,18895,2371,155578
14-Jan-18,45694,47047,39835,18036,2211,148907
15-Jan-18,46796,49886,39682,18150,2288,149803
16-Jan-18,46812,51174,40208,18485,2330,151150
17-Jan-18,48408,51181,41237,18462,2326,155106
18-Jan-18,46728,50888,41664,18376,2371,153480
19-Jan-18,47484,51118,42173,18546,2300,155390
20-Jan-18,47614,51010,42060,18873,2306,154079
21-Jan-18,45157,49988,40221,18099,2287,148247
22-Jan-18,46006,51368,41365,18416,2450,152268
23-Jan-18,45779,51325,42304,18740,2486,154125
24-Jan-18,44566,50428,42846,18197,2431,151428
25-Jan-18,45162,51184,42567,18299,2392,151380
26-Jan-18,42864,46233,40939,17576,2290,146388
27-Jan-18,44228,49877,42044,18243,2309,149778
28-Jan-18,42702,50024,41075,18469,2332,148729
29-Jan-18,45629,50471,42083,18057,2297,151344
30-Jan-18,45213,50590,42550,18143,2331,153514
31-Jan-18,45910,49617,42810,18281,2461,153088
1-Feb-18,45293,50549,43383,18904,2448,152774
2-Feb-18,46405,49478,41899,18385,2494,152105
3-Feb-18,45279,50319,42867,18646,2416,153130
4-Feb-18,43354,48986,39433,17841,2230,146049
5-Feb-18,44971,49176,42730,18729,2370,151923
6-Feb-18,46573,49132,43911,18883,2352,154941
7-Feb-18,47485,48376,44064,18866,2388,154894
8-Feb-18,46086,48453,40412,18637,2486,154828
9-Feb-18,47564,48620,44177,18681,2343,155434
10-Feb-18,46816,47947,42798,19038,2333,152214
11-Feb-18,43037,46515,40715,19890,2259,145837
12-Feb-18,41175,45301,42922,18778,2369,146737
13-Feb-18,42737,45103,44198,18503,2365,145792
14-Feb-18,43748,44166,43110,18412,2268,148631
15-Feb-18,44111,45770,44198,17969,2329,150850
16-Feb-18,44152,46140,44399,18312,2311,150873
17-Feb-18,51738,46596,44679,18514,2343,155050
18-Feb-18,42189,45521,42148,18213,2317,145360
19-Feb-18,44117,48202,43952,18231,2319,150967
20-Feb-18,45558,47471,44174,18953,2380,152844
21-Feb-18,44984,48658,44870,18711,2371,154620
22-Feb-18,44152,46140,44399,18312,2311,150873
23-Feb-18,43765,50187,45566,18673,2317,154334
24-Feb-18,43615,49553,44183,18934,2353,152461
25-Feb-18,41751,48758,42659,18503,2270,146905
26-Feb-18,44974,57185,44522,18909,2294,154182
27-Feb-18,46313,50224,45024,19448,2271,156040
28-Feb-18,44534,50628,45229,19259,2349,157231
1-Mar-18,43393,50671,45397,18305,2246,152576
2-Mar-18,37961,42724,44235,17542,2122,140470
3-Mar-18,38512,48159,44847,18691,2134,146839
4-Mar-18,39134,48291,42177,19908,2196,145031
5-Mar-18,41944,49184,44755,18973,2276,153468
6-Mar-18,44278,49366,45136,19970,2067,155291
7-Mar-18,44963,49112,45688,19782,2295,156701
8-Mar-18,43170,48910,45280,19543,2333,155449
9-Mar-18,43756,49354,46561,19296,2366,155145
10-Mar-18,43598,49395,45726,19654,2219,155698
11-Mar-18,43084,47632,42758,19377,2161,150325
12-Mar-18,45041,50180,45697,20125,2297,157348
13-Mar-18,44662,50356,45784,20338,2241,157501
14-Mar-18,43825,48910,45864,20618,2308,157492
15-Mar-18,43653,49117,45867,21304,2320,156809
16-Mar-18,43853,48356,45752,20118,2149,152504
17-Mar-18,44063,48870,42328,19594,2160,153996
18-Mar-18,42409,46764,39683,19716,2084,145626
19-Mar-18,44296,49066,42058,20629,2274,155181
20-Mar-18,43749,49313,44502,20101,2392,156540
21-Mar-18,41832,48897,44916,20862,2364,155027
22-Mar-18,43187,49423,45655,20838,2409,157808
23-Mar-18,44072,49330,46766,20949,2293,159889
24-Mar-18,42857,48672,46695,21084,2285,158839
25-Mar-18,40131,46607,44021,18718,2316,147997
26-Mar-18,43561,49877,46573,20558,2370,159057
27-Mar-18,43349,50881,47118,20858,2343,159507
28-Mar-18,44200,50304,46888,20502,2425,160447
29-Mar-18,43490,50361,47788,21556,2038,160385
30-Mar-18,41855,50163,47059,19589,1859,153307
31-Mar-18,42023,50038,45776,18405,2237,152299
1-Apr-18,40129,46274,42625,16681,2151,142609
2-Apr-18,43860,49098,43371,19436,2414,154413
3-Apr-18,44739,50171,44774,19825,2339,158932
4-Apr-18,45174,49571,45385,19059,2548,158878
5-Apr-18,45311,49588,45385,19706,2192,158181
6-Apr-18,40777,49775,45874,20134,2305,151012
7-Apr-18,42347,49978,44430,17817,2485,149322
8-Apr-18,41856,47352,41553,19178,2241,148619
9-Apr-18,39974,49719,44475,17894,2383,149747
10-Apr-18,41665,50608,44989,19040,2460,153528
11-Apr-18,39476,50905,45323,18890,2282,151159
12-Apr-18,42155,49639,45170,17870,2411,153738
13-Apr-18,42618,50474,45137,20616,2361,157091
14-Apr-18,42852,50497,44058,19564,2158,153213
15-Apr-18,41298,47994,41101,20586,2199,147450
16-Apr-18,44035,51729,44750,21345,2428,159218
17-Apr-18,45940,51168,45203,20040,2312,156420
18-Apr-18,46911,50457,45579,20159,2315,161225
19-Apr-18,46745,50645,48317,21000,2404,161811
20-Apr-18,45476,49697,45110,20993,2307,157638
21-Apr-18,46364,50880,44570,20049,2223,159952
22-Apr-18,44071,48849,42115,20411,2274,154599
23-Apr-18,46030,51870,44821,20414,2385,159600
24-Apr-18,46750,51202,43685,20731,2433,158776
25-Apr-18,48089,50699,44201,20969,1789,161242
26-Apr-18,48326,50806,44948,19757,2332,158173
27-Apr-18,48565,51178,44097,19523,2416,161315
28-Apr-18,48563,50973,44590,19053,2349,158306
29-Apr-18,48687,47544,42338,18917,2203,156078
30-Apr-18,49469,49374,45502,18034,2278,155285
1-May-18,50414,47669,40110,18793,2237,154869
2-May-18,50302,50385,43286,17809,2048,152101
3-May-18,45040,51252,41606,20406,2266,151335
4-May-18,47420,51641,41927,20482,2192,158885
5-May-18,48420,51590,41262,20886,2421,159183
6-May-18,47807,49614,38886,20719,2091,157030
7-May-18,46716,51962,43029,21750,2207,160602
8-May-18,46409,52038,42832,20833,2229,159027
9-May-18,45533,52431,41517,20988,1904,156008
10-May-18,48087,52947,41194,20725,2011,156635
11-May-18,50625,52018,42643,19385,2226,158555
12-May-18,50204,51164,40150,21187,2216,158258
13-May-18,48732,49515,36823,20154,2267,154458
14-May-18,47665,53035,40375,19019,2410,153680
15-May-18,49720,53055,41351,20199,1921,159026
16-May-18,50739,51641,41354,18865,2540,158961
17-May-18,51609,51825,41746,19882,2499,160174
18-May-18,53033,51018,41849,19004,2405,161790
19-May-18,52386,52331,41015,21520,2374,162456
20-May-18,53649,50447,39132,20050,2451,162221
21-May-18,55668,54049,42200,22054,2487,167669
22-May-18,56752,54148,42543,21144,2481,170121
23-May-18,55849,53507,41702,21654,2207,167826
24-May-18,54346,53931,41468,21976,2346,168673
25-May-18,54893,53511,40513,21210,2341,165767
26-May-18,55016,53659,40456,21585,2452,165728
27-May-18,55350,51655,38371,20921,2405,164618
28-May-18,56513,53956,41869,20042,2483,169158
29-May-18,56277,53873,42008,21234,2478,170315
30-May-18,54845,54658,42359,21962,2527,170895
31-May-18,56972,54046,42129,21136,2598,168269
1-Jun-18,57050,53367,41953,19450,2483,166417
2-Jun-18,53462,52332,39204,21008,2627,161425
3-Jun-18,55124,47613,38757,21047,2540,160212
4-Jun-18,57489,52518,41264,21792,2592,167364
5-Jun-18,56997,51233,41995,21871,2646,166098
6-Jun-18,56645,50833,40984,21911,2614,167048
7-Jun-18,57271,49793,40503,22006,2666,167271
8-Jun-18,56897,48638,40146,21821,2752,163755
9-Jun-18,55341,46846,38401,21448,2615,158833
10-Jun-18,52971,44901,35747,20938,2400,155139
11-Jun-18,57208,46453,40268,20583,2639,163568
12-Jun-18,57411,47648,40294,19959,2374,164060
13-Jun-18,56334,48189,40483,21453,2401,165707
14-Jun-18,57182,49833,39761,21256,2414,167599
15-Jun-18,56814,50001,39847,21564,2428,166900
16-Jun-18,57237,48841,38973,21249,2364,164003
17-Jun-18,54057,47210,37149,21017,2267,159728
18-Jun-18,52289,49222,41008,22678,2483,162977
19-Jun-18,55227,50722,42012,22411,2720,166328
20-Jun-18,57940,50894,42072,21519,2744,168996
21-Jun-18,58457,50044,41343,20747,2233,168017
22-Jun-18,60640,47355,41090,22189,2580,170241
23-Jun-18,61942,45995,39969,21504,2630,168081
24-Jun-18,61785,43681,37900,20864,2474,164327
25-Jun-18,61256,45197,40197,19638,2628,165133
26-Jun-18,61224,43936,41098,20295,2696,164717
27-Jun-18,57436,44486,40445,19254,2646,159582
28-Jun-18,51115,43588,41090,20505,2714,154476
29-Jun-18,50121,43445,42590,20894,2643,157047
30-Jun-18,54293,44623,40199,20581,2645,160437
1-Jul-18,54772,44018,38038,19671,2553,157446
2-Jul-18,54326,45981,40732,19497,2566,160357
3-Jul-18,55066,44025,41418,20048,2513,159810
4-Jul-18,55056,44047,41976,20034,2762,160330
5-Jul-18,55999,44418,42566,20735,2544,163416
6-Jul-18,58552,44757,41143,20736,2621,165378
7-Jul-18,59858,45203,39511,21190,2953,165606
8-Jul-18,60706,43322,37092,21038,2552,161638
9-Jul-18,62376,44430,39031,20982,2585,166129
10-Jul-18,62727,44218,38758,21577,2721,167867
11-Jul-18,62394,44209,39083,22052,2677,164172
12-Jul-18,59698,44402,38565,21991,2554,164672
13-Jul-18,58528,45485,38697,21826,2520,158779
14-Jul-18,55034,44377,38043,21561,2543,159653
15-Jul-18,57134,41933,35978,21260,2556,157307
16-Jul-18,57334,42594,39022,21367,2664,160578
17-Jul-18,58035,42846,40287,21468,2659,163172
18-Jul-18,56622,42969,41215,22232,2673,162908
19-Jul-18,58413,43790,41235,22041,2768,164714
20-Jul-18,57035,43933,41775,21479,2609,162639
21-Jul-18,54430,43930,40609,20169,2561,157861
22-Jul-18,51233,41129,38508,18788,2479,149966
23-Jul-18,53918,42708,41775,20514,2630,159479
24-Jul-18,56572,44037,42569,21144,2478,164974
25-Jul-18,54690,43157,43454,20708,2635,158977
26-Jul-18,48471,42989,43255,20370,2673,156609
27-Jul-18,47302,43630,43416,20399,2776,155368
28-Jul-18,49455,45483,43822,21346,2755,160074
29-Jul-18,50202,44826,41341,20104,2610,158031
30-Jul-18,53312,47067,45156,20674,2620,167173
31-Jul-18,55282,47873,45285,20397,2638,167133
1-Aug-18,56759,47276,44927,20280,2659,168059
2-Aug-18,57073,48594,43569,19923,2632,168262
3-Aug-18,57118,49427,42570,20616,2643,169781
4-Aug-18,56750,49295,41880,21186,2757,169591
5-Aug-18,56378,48674,39621,20263,2611,162558
6-Aug-18,52828,50224,41894,21275,2775,167547
7-Aug-18,52411,50345,41600,20470,2691,162931
8-Aug-18,52678,49634,39868,21324,2691,161951
9-Aug-18,56237,48593,41471,21862,2716,167340
10-Aug-18,58584,49669,42875,21847,2718,170273
11-Aug-18,57495,49558,39545,21920,2663,166159
12-Aug-18,55769,47112,36206,21052,2631,159472
13-Aug-18,54959,50635,38694,21420,2755,165472
14-Aug-18,57762,50526,38354,21980,2751,168279
15-Aug-18,57427,49803,35577,20686,2504,158283
16-Aug-18,56776,47173,36548,22032,2742,163390
17-Aug-18,57181,44758,39109,22652,2695,163917
18-Aug-18,56708,46145,39099,22831,2740,163450
19-Aug-18,55341,43500,36067,21287,2665,155761
20-Aug-18,57641,45112,38259,21113,2653,162804
21-Aug-18,59256,44317,39856,21975,2662,166331
22-Aug-18,58069,44140,40040,21912,2775,164894
23-Aug-18,54715,45072,42832,22356,2689,165229
24-Aug-18,55294,45092,41565,22171,2671,165278
25-Aug-18,64797,45114,41469,21641,2677,163767
26-Aug-18,52984,41775,39007,20426,2608,151715
27-Aug-18,55810,44636,39895,21396,2774,161278
28-Aug-18,54402,45717,40672,21637,2717,163042
29-Aug-18,54598,45346,41838,22192,2726,166084
30-Aug-18,56607,45412,42248,21215,2755,166515
31-Aug-18,56550,44819,42260,21573,2783,167002
1-Sep-18,55410,44901,40998,21075,2724,164494
2-Sep-18,52256,43336,38783,19823,2535,151125
3-Sep-18,49113,42521,42325,21498,2786,157142
4-Sep-18,51886,44923,43599,21172,2763,163288
5-Sep-18,53116,46573,43664,20659,2791,166210
6-Sep-18,50762,46886,43890,19667,2769,162802
7-Sep-18,49022,47568,45150,20891,2738,162531
8-Sep-18,49871,46900,44286,20842,2719,163311
9-Sep-18,46925,47543,42717,21220,2442,155868
10-Sep-18,50934,50344,44492,20930,2589,164377
11-Sep-18,52312,51432,45448,21230,2525,169530
12-Sep-18,52349,52156,48279,20946,2523,169148
13-Sep-18,53809,50323,42762,20925,2652,166958
14-Sep-18,54649,53045,44850,21465,2639,173170
15-Sep-18,53539,55600,44076,21135,2649,171837
16-Sep-18,54168,52847,41906,20660,2700,167569
17-Sep-18,55383,53236,41948,20695,2668,169990
18-Sep-18,56539,54701,42686,21764,2850,175590
19-Sep-18,55529,53984,42492,21847,2815,172093
20-Sep-18,56326,54723,42899,20290,2745,171111
21-Sep-18,54666,54470,41061,18478,2786,164877
22-Sep-18,49332,49308,41878,21095,2709,158013
23-Sep-18,41179,47323,40411,21706,2636,151251
24-Sep-18,43222,52852,43449,21444,2663,159347
25-Sep-18,44815,54107,43548,21517,2624,163364
26-Sep-18,47964,53162,42493,21461,2683,164797
27-Sep-18,48678,53448,42718,21388,2748,166570
28-Sep-18,48094,53413,42101,22190,2744,165425
29-Sep-18,50207,53554,41764,22155,2719,167996
30-Sep-18,48274,51676,39731,21578,2547,161870
1-Oct-18,50254,54613,41501,22043,2800,167661
2-Oct-18,48371,54285,40057,22416,2649,164742
3-Oct-18,50593,55573,42120,23033,2640,170683
4-Oct-18,51193,55032,41412,22006,2711,169250
5-Oct-18,50211,54856,42104,22177,2655,168906
6-Oct-18,50035,55145,41898,22652,2670,170327
7-Oct-18,47877,54189,40123,21708,2618,163809
8-Oct-18,49631,56502,41652,21963,2565,168803
9-Oct-18,49282,55523,43160,22112,2565,170054
10-Oct-18,49475,56697,43642,20698,2488,170636
11-Oct-18,47945,56399,44101,19464,2489,166659
12-Oct-18,48275,56254,44159,19461,2505,168867
13-Oct-18,49044,56666,43966,19918,2504,167525
14-Oct-18,44545,56122,42577,20211,2402,159949
15-Oct-18,47755,57770,44201,20650,2532,168735
16-Oct-18,48289,58081,43731,20140,2478,167156
17-Oct-18,47324,57651,40584,19984,2454,162610
18-Oct-18,49112,53960,36640,19645,2365,157080
19-Oct-18,43286,56366,39158,18556,2023,154882
20-Oct-18,45225,57197,40952,19940,2431,161827
21-Oct-18,42961,56093,39163,20347,2462,155515
22-Oct-18,45348,56850,42852,20620,2542,163260
23-Oct-18,45072,57005,43912,20514,2520,164746
24-Oct-18,44685,56168,44057,20019,2469,163951
25-Oct-18,45521,56684,44789,20013,2571,165798
26-Oct-18,45820,56597,44548,19795,2540,165166
27-Oct-18,44463,56424,43992,19564,2534,163378
28-Oct-18,42426,54796,43708,18828,2372,154866
29-Oct-18,44986,56373,43334,20294,2462,162335
30-Oct-18,44137,56053,44466,19692,2477,163659
31-Oct-18,44786,56053,44654,19979,2477,164081
1-Nov-18,44099,56024,42967,20363,2486,161662
2-Nov-18,44534,56135,43429,19989,2514,161852
3-Nov-18,43535,56614,41402,20042,2611,159809
4-Nov-18,42235,56047,39114,19555,2276,153237
5-Nov-18,45971,55973,41203,20451,2405,160639
6-Nov-18,43371,54799,39820,20729,2408,153600
7-Nov-18,40023,47294,39217,19988,2391,142338
8-Nov-18,37168,44252,40839,20208,2491,140939
9-Nov-18,37168,44252,40839,20208,2491,140939
10-Nov-18,41307,49324,42240,19214,2443,150059
11-Nov-18,41410,49798,40475,19270,2296,147765
12-Nov-18,43270,53049,43058,19394,2474,155709
13-Nov-18,42943,53547,43440,18987,2524,156440
14-Nov-18,42428,54507,43821,18928,2462,156733
15-Nov-18,43550,54809,43320,19043,2491,157704
16-Nov-18,43248,55150,40505,19136,2399,155433
17-Nov-18,42116,54839,41192,19102,2417,154547
18-Nov-18,39911,53064,38353,18003,2254,145381
19-Nov-18,43170,54582,41222,19090,2408,155776
20-Nov-18,43690,54127,40845,18661,2403,156199
21-Nov-18,43091,54702,40041,19109,2498,155570
22-Nov-18,43701,55772,40012,19095,2616,155900
23-Nov-18,42907,54977,39439,18350,2455,153215
24-Nov-18,43389,55003,39302,18510,2486,154251
25-Nov-18,41494,54128,36547,17620,2311,145623
26-Nov-18,42778,55985,40203,18675,2446,155287
27-Nov-18,42522,55952,40441,18570,2454,155878
28-Nov-18,43820,53899,41085,18539,2488,155660
29-Nov-18,43196,54935,41558,18476,2496,155261
30-Nov-18,42749,53846,41192,18493,2480,154252
1-Dec-18,43118,53510,40526,18093,2457,153354
2-Dec-18,41537,52676,37552,17772,2354,146478
3-Dec-18,42848,54465,40753,17929,2509,154660
4-Dec-18,43963,55043,46151,18518,2486,156477
5-Dec-18,44227,54761,42481,18116,2382,155587
6-Dec-18,43807,54428,41018,17800,2502,155030
7-Dec-18,43621,54668,40984,17923,2471,153992
8-Dec-18,44615,54680,41258,19806,2463,156939
9-Dec-18,43234,53475,38208,17111,2334,149106
10-Dec-18,44509,54401,42551,17792,2466,155996
11-Dec-18,44605,54194,42773,17908,2455,158177
12-Dec-18,43884,54223,43656,18490,2485,156337
13-Dec-18,44587,53917,44567,18150,2382,155725
14-Dec-18,44898,53080,45216,17870,2374,156003
15-Dec-18,45591,53321,42892,18409,2449,157202
16-Dec-18,43069,52821,39315,17576,2298,149975
17-Dec-18,45812,52588,40392,17280,2351,153606
18-Dec-18,45542,52676,43913,17574,2001,154266
19-Dec-18,45845,52993,42350,18023,2391,155279
20-Dec-18,45610,53556,42643,17994,2379,157410
21-Dec-18,45673,54076,43614,17793,2422,158155
22-Dec-18,46010,54002,42871,17528,2352,157446
23-Dec-18,43955,53342,40263,17320,2294,152634
24-Dec-18,46442,54998,42694,18106,2374,157636
25-Dec-18,45393,55151,42022,18434,2351,156788
26-Dec-18,47332,54935,43211,18255,2376,160309
27-Dec-18,47104,54766,44373,18239,2431,162024
28-Dec-18,47743,54312,44526,18208,2414,162661
29-Dec-18,47880,54008,43474,18157,2471,158104
30-Dec-18,45347,53957,40871,17683,2320,155380
31-Dec-18,46417,54827,42990,18594,2398,160028
