Date,NR,WR,SR,ER,NER,TOTAL
01-Jan-15,38472,35235,30810,14507,2140,121164
02-Jan-15,38606,36490,32624,14796,2138,124654
03-Jan-15,38886,37181,32205,14223,2086,124581
04-Jan-15,37978,35839,30111,13292,1981,119201
05-Jan-15,38635,37641,32479,13743,2094,124592
06-Jan-15,38768,38730,33033,14449,2190,127170
07-Jan-15,39104,38900,33104,14152,2022,127282
08-Jan-15,39376,38471,33428,14525,2113,127913
09-Jan-15,40774,38686,32890,15352,2104,129806
10-Jan-15,39677,38941,32927,15182,2157,128884
11-Jan-15,38926,37198,30970,15199,2154,124447
12-Jan-15,39847,39371,32231,14986,2175,128610
13-Jan-15,39716,38874,32858,15117,2141,128706
14-Jan-15,38884,35759,31544,14366,2099,122652
15-Jan-15,39199,37348,28787,15223,1960,122517
16-Jan-15,39023,38688,29963,15400,2038,125112
17-Jan-15,38735,38820,30473,14831,2063,124922
18-Jan-15,36792,38238,29709,15157,2021,121917
19-Jan-15,38835,39337,32476,15714,2106,128468
20-Jan-15,38340,39249,33147,14893,2072,127701
21-Jan-15,39377,38844,33008,14895,2083,128207
22-Jan-15,37781,38330,33514,14952,2124,126701
23-Jan-15,37990,38553,33407,15193,2106,127249
24-Jan-15,37574,38581,32815,15328,2013,126311
25-Jan-15,36722,35475,30621,14875,2026,119719
26-Jan-15,34300,33839,29865,14420,2110,114534
27-Jan-15,37103,36844,32896,14917,2118,123878
28-Jan-15,37711,37881,33341,14515,2124,125572
29-Jan-15,37987,38036,33849,14379,2111,126362
30-Jan-15,37936,37822,33776,15173,2098,126805
31-Jan-15,38079,38182,33382,15331,2113,127088
01-Feb-15,36413,35894,31149,14936,2062,120454
02-Feb-15,37367,39334,33415,15330,2114,127560
03-Feb-15,37031,38035,33471,15315,2133,125985
04-Feb-15,37189,39167,33990,15351,2083,127780
05-Feb-15,37900,39263,34179,14869,2066,128277
06-Feb-15,37088,39563,33747,14561,2130,127089
07-Feb-15,36608,39272,33763,14417,2144,126204
08-Feb-15,35152,37360,31790,13672,2113,120087
09-Feb-15,36891,38332,34576,15499,2088,127386
10-Feb-15,37441,38749,34607,15492,2069,128358
11-Feb-15,37260,37561,34299,14793,2082,125995
12-Feb-15,37490,36100,34221,15317,2139,125267
13-Feb-15,38043,38481,34737,14603,2016,127880
14-Feb-15,37758,38676,34126,14972,2049,127581
15-Feb-15,36318,37050,31679,14549,2029,121625
16-Feb-15,36457,39612,34238,14988,1987,127282
17-Feb-15,37058,38560,33916,15209,2091,126834
18-Feb-15,36583,39954,32960,15308,2122,126927
19-Feb-15,37213,40529,34640,14594,2111,129087
20-Feb-15,36178,39816,34829,15147,2101,128071
21-Feb-15,36379,39729,34433,14939,1923,127403
22-Feb-15,34868,38435,31424,14457,2061,121245
23-Feb-15,36370,40184,33792,16202,463,127012
24-Feb-15,37250,40550,34275,16184,1993,130252
25-Feb-15,35550,40316,34693,15910,2116,128585
26-Feb-15,35572,39446,34506,15174,2094,126792
27-Feb-15,36903,39031,33978,15557,2069,127538
28-Feb-15,35891,37323,33122,15133,1919,123388
01-Mar-15,28413,32590,31141,15133,2069,109346
02-Mar-15,30758,35576,33649,14455,2054,116492
03-Mar-15,31940,35498,33155,15965,1982,118540
04-Mar-15,32503,36719,33213,14004,1989,118427
05-Mar-15,33090,35551,33766,15157,2051,119615
06-Mar-15,29403,30265,32581,14428,2057,108734
07-Mar-15,29474,35794,32918,15393,2041,115620
08-Mar-15,30571,36283,30322,15858,2082,115116
09-Mar-15,32028,38801,33360,16427,2052,122668
10-Mar-15,32901,39073,33704,16730,2074,124482
11-Mar-15,34079,38958,34268,16399,2023,125727
12-Mar-15,34358,38053,34577,17026,1995,126009
13-Mar-15,33864,37065,34846,16805,2053,124633
