Date,NR,WR,SR,ER,NER,TOTAL
01-Jan-19,959,1073,878,346,42,3298
02-Jan-19,945,1092,896,345,42,3320
03-Jan-19,953,1115,906,356,40,3370
04-Jan-19,966,1118,921,359,42,3407
05-Jan-19,941,1120,909,358,44,3371
06-Jan-19,903,1090,870,352,41,3256
07-Jan-19,935,1104,907,351,41,3338
08-Jan-19,969,1118,916,349,41,3393
09-Jan-19,973,1118,911,343,41,3386
10-Jan-19,973,1125,925,352,42,3417
11-Jan-19,983,1125,936,356,43,3442
12-Jan-19,964,1123,922,355,44,3408
13-Jan-19,929,1097,885,341,42,3294
14-Jan-19,937,1044,899,355,43,3279
15-Jan-19,976,1073,842,352,42,3285
16-Jan-19,977,1111,838,359,40,3326
17-Jan-19,984,1122,861,353,42,3362
18-Jan-19,986,1127,899,359,42,3413
19-Jan-19,969,1123,900,364,43,3399
20-Jan-19,926,1108,872,350,42,3298
21-Jan-19,881,1120,907,353,42,3304
22-Jan-19,799,1114,920,374,42,3248
23-Jan-19,880,1118,931,370,42,3341
24-Jan-19,894,1105,941,356,43,3338
25-Jan-19,882,1065,940,362,43,3293
26-Jan-19,835,970,883,357,41,3087
27-Jan-19,851,995,841,354,41,3081
28-Jan-19,910,1059,867,368,43,3247
29-Jan-19,930,1076,884,370,42,3302
30-Jan-19,949,1086,908,368,42,3354
31-Jan-19,939,1093,910,369,43,3353
01-Feb-19,923,1085,925,369,43,3345
02-Feb-19,930,1087,915,366,43,3341
03-Feb-19,899,1066,885,355,42,3246
04-Feb-19,913,1100,926,360,43,3341
05-Feb-19,939,1123,949,367,43,3421
06-Feb-19,918,1117,965,372,43,3415
07-Feb-19,834,1081,974,366,43,3298
08-Feb-19,850,1080,993,345,43,3309
09-Feb-19,882,1062,968,335,42,3288
10-Feb-19,866,1043,919,342,41,3211
11-Feb-19,896,1085,953,351,41,3325
12-Feb-19,910,1115,971,362,41,3398
13-Feb-19,914,1121,979,361,42,3417
14-Feb-19,870,1111,988,372,43,3384
15-Feb-19,862,1075,999,373,43,3352
16-Feb-19,877,1063,994,341,42,3317
17-Feb-19,855,1064,967,345,37,3268
18-Feb-19,867,1096,1006,352,40,3361
19-Feb-19,882,1112,1043,361,41,3439
20-Feb-19,893,1133,1038,351,41,3456
21-Feb-19,887,1144,1038,376,43,3488
22-Feb-19,896,1152,1038,382,42,3511
23-Feb-19,896,1144,1032,383,43,3498
24-Feb-19,867,1108,985,376,40,3376
25-Feb-19,889,1124,1044,340,42,3440
26-Feb-19,887,1117,1060,344,40,3448
27-Feb-19,869,1102,1076,336,41,3424
28-Feb-19,869,1102,1080,335,38,3423
01-Mar-19,916,1098,1089,345,41,3489
02-Mar-19,882,1108,1073,359,43,3465
03-Mar-19,798,1072,1022,354,40,3287
04-Mar-19,855,1091,1067,364,42,3418
05-Mar-19,875,1122,1089,364,40,3490
06-Mar-19,892,1126,1085,363,39,3506
07-Mar-19,911,1140,1096,366,41,3553
08-Mar-19,919,1137,1103,369,41,3570
09-Mar-19,903,1126,1087,376,41,3534
10-Mar-19,884,1108,1046,369,40,3448
11-Mar-19,897,1141,1093,394,43,3568
12-Mar-19,918,1160,1101,407,43,3628
13-Mar-19,925,1150,1095,410,42,3622
14-Mar-19,890,1136,1104,409,43,3582
15-Mar-19,904,1134,1107,392,43,3580
16-Mar-19,923,1140,1095,393,42,3593
17-Mar-19,898,1104,1041,379,42,3465
18-Mar-19,930,1131,1092,369,42,3564
19-Mar-19,946,1154,1119,398,42,3659
20-Mar-19,920,1128,1121,403,42,3614
21-Mar-19,811,956,1087,374,40,3268
22-Mar-19,839,1052,1108,374,39,3413
23-Mar-19,874,1129,1115,389,40,3547
24-Mar-19,887,1125,1072,391,41,3516
25-Mar-19,910,1166,1113,412,43,3644
26-Mar-19,917,1187,1137,395,42,3677
27-Mar-19,942,1198,1126,410,40,3717
28-Mar-19,944,1204,1120,424,43,3734
29-Mar-19,975,1204,1129,439,44,3792
30-Mar-19,979,1212,1127,434,44,3795
31-Mar-19,916,1161,1063,420,31,3591
01-Apr-19,946,1188,1093,392,33,3652
02-Apr-19,969,1206,1113,437,35,3761
03-Apr-19,988,1223,1125,455,36,3827
04-Apr-19,1000,1232,1114,465,40,3851
05-Apr-19,1003,1213,1100,461,39,3816
06-Apr-19,998,1209,1067,412,41,3728
07-Apr-19,909,1180,1008,349,37,3483
08-Apr-19,940,1219,1074,388,39,3660
09-Apr-19,994,1236,1083,379,39,3731
10-Apr-19,1010,1239,1091,393,41,3773
11-Apr-19,1020,1246,1060,431,44,3800
12-Apr-19,1017,1246,1083,446,46,3837
13-Apr-19,1015,1231,1075,440,47,3809
14-Apr-19,978,1193,1038,438,41,3688
15-Apr-19,1007,1210,1076,455,39,3787
16-Apr-19,830,1159,1095,458,38,3581
17-Apr-19,774,1103,1076,413,31,3397
18-Apr-19,827,1164,989,433,41,3455
19-Apr-19,885,1167,994,421,44,3511
20-Apr-19,923,1197,999,427,40,3586
21-Apr-19,913,1171,941,418,41,3484
22-Apr-19,1002,1228,987,416,41,3675
23-Apr-19,1059,1207,974,432,45,3717
24-Apr-19,1063,1243,1014,454,47,3821
25-Apr-19,1108,1269,1037,473,48,3936
26-Apr-19,1119,1276,1052,474,46,3967
27-Apr-19,1092,1272,1052,474,46,3937
28-Apr-19,1054,1247,992,471,40,3804
29-Apr-19,1137,1262,1032,482,42,3954
30-Apr-19,1160,1267,1007,475,40,3948
01-May-19,1160,1201,898,447,37,3742
02-May-19,1104,1235,965,448,42,3794
03-May-19,1068,1220,1010,353,42,3694
04-May-19,1129,1211,1019,319,34,3711
05-May-19,1077,1184,982,372,34,3648
06-May-19,1144,1217,1045,410,41,3857
07-May-19,1179,1230,1037,444,42,3932
08-May-19,1224,1221,1014,468,43,3971
09-May-19,1243,1224,1027,474,42,4009
10-May-19,1228,1220,1051,483,43,4024
11-May-19,1196,1212,1045,482,43,3977
12-May-19,1158,1185,978,463,41,3825
13-May-19,1157,1212,1016,464,36,3884
14-May-19,1150,1220,1029,430,39,3867
15-May-19,1152,1217,1026,441,42,3877
16-May-19,1140,1220,1029,460,43,3892
17-May-19,1089,1223,1037,484,43,3874
18-May-19,1041,1216,1018,489,42,3808
19-May-19,1093,1189,982,467,42,3772
20-May-19,1165,1244,1034,484,44,3971
21-May-19,1209,1260,1052,486,47,4053
22-May-19,1219,1254,1054,478,47,4051
23-May-19,1253,1276,1060,458,44,4091
24-May-19,1147,1254,1025,476,42,3944
25-May-19,1175,1248,1009,443,42,3918
26-May-19,1175,1216,961,440,45,3836
27-May-19,1235,1254,1008,485,43,4025
28-May-19,1277,1266,1051,483,47,4124
29-May-19,1306,1260,1024,490,48,4129
30-May-19,1347,1263,1018,472,46,4145
31-May-19,1342,1253,1027,445,45,4112
01-Jun-19,1333,1164,994,465,46,4002
02-Jun-19,1324,1211,946,420,48,3949
03-Jun-19,1306,1236,921,412,47,3922
