Date,NR,WR,SR,ER,NER,TOTAL
1-Jan-19,45737,45720,38540,17423,2314,149734
2-Jan-19,45781,47429,41507,17744,2427,154888
3-Jan-19,45758,47824,41563,16750,2432,154327
4-Jan-19,46268,47440,41363,17169,2439,154679
5-Jan-19,45471,47876,40840,18197,2407,154791
6-Jan-19,43666,45357,37943,17583,2338,146887
7-Jan-19,46311,47989,40766,16733,2392,154191
8-Jan-19,47177,48795,40517,17963,2357,156809
9-Jan-19,46734,48343,40753,17741,2319,155890
10-Jan-19,46246,48500,41883,18063,2449,157141
11-Jan-19,47014,47939,41791,18123,2408,157275
12-Jan-19,46465,48136,40903,17390,2414,155308
13-Jan-19,43280,44986,38452,17079,2347,146144
14-Jan-19,43784,43073,39005,17727,2385,145974
15-Jan-19,47463,45705,35876,17598,2334,148976
16-Jan-19,46747,47513,37304,18073,2385,152022
17-Jan-19,46745,48098,38123,18398,2449,153813
18-Jan-19,47296,47672,40171,18715,2404,156258
19-Jan-19,46421,48249,39718,18147,2436,154971
20-Jan-19,42786,45785,37336,17262,2339,145508
21-Jan-19,39327,47632,40318,17950,2342,147569
22-Jan-19,42720,47808,40841,18556,2431,152356
23-Jan-19,44579,47291,41182,18043,2349,153444
24-Jan-19,42956,47073,41818,17738,2397,151982
25-Jan-19,44143,44607,41392,18118,2399,150659
26-Jan-19,39341,40755,38501,17337,2313,138247
27-Jan-19,40974,43226,36696,17492,2337,140725
28-Jan-19,43155,46572,40273,18257,2422,150679
29-Jan-19,45047,46902,40892,18292,2247,153380
30-Jan-19,45377,47185,41557,18427,2408,154954
31-Jan-19,46082,46832,41277,18580,2462,155233
1-Feb-19,45228,45976,41279,18198,2405,153086
2-Feb-19,45034,47033,40549,18148,2457,153221
3-Feb-19,42261,44989,38621,17186,2404,145461
4-Feb-19,43973,47414,41240,17752,2487,152866
5-Feb-19,44519,47902,41679,17943,2344,154387
6-Feb-19,42075,47072,42018,18168,2494,151827
7-Feb-19,37224,46570,42665,18005,2454,146918
8-Feb-19,41341,45882,42960,16319,2344,148846
9-Feb-19,41332,46115,42040,16642,2379,148508
10-Feb-19,38671,43864,38504,16786,2321,140146
11-Feb-19,42709,47184,42556,17274,2425,152148
12-Feb-19,42545,47644,43588,17708,2486,153971
13-Feb-19,44106,47716,42912,17524,2454,154712
14-Feb-19,42018,47265,42988,17965,2426,152662
15-Feb-19,42345,45221,42783,17500,2457,150306
16-Feb-19,42542,45874,42852,16794,2358,150420
17-Feb-19,40254,43675,40190,16266,2076,142461
18-Feb-19,42465,46304,44082,17163,2394,152408
19-Feb-19,43422,46851,44514,17012,2375,154174
20-Feb-19,43780,47308,45069,17442,2424,156023
21-Feb-19,43402,48074,44039,18002,2462,155979
22-Feb-19,42736,47584,44410,18639,2428,155797
23-Feb-19,43071,47915,43385,17952,2450,154773
24-Feb-19,40086,44366,41271,17162,2326,145211
25-Feb-19,42685,47731,44943,16814,2419,154592
26-Feb-19,43345,45866,44555,16626,2403,152795
27-Feb-19,42750,46510,45059,15422,2307,152048
28-Feb-19,42751,46510,45421,15670,2286,152638
1-Mar-19,43710,46506,44951,16086,2451,153704
2-Mar-19,42142,47050,44947,17111,2439,153689
3-Mar-19,37981,43641,42215,16233,2362,142432
4-Mar-19,39016,44295,44293,16710,2396,146710
