Date,NR,WR,SR,ER,NER,TOTAL
1-Jan-18,874,1004,883,322,39,3123
2-Jan-18,888,1042,923,314,41,3209
3-Jan-18,917,1068,947,325,41,3298
4-Jan-18,918,1045,929,328,41,3261
5-Jan-18,926,1049,930,327,40,3273
6-Jan-18,923,1044,912,327,42,3248
7-Jan-18,893,1017,873,320,40,3143
8-Jan-18,927,1042,902,339,42,3252
9-Jan-18,945,1053,913,350,42,3304
10-Jan-18,952,1059,906,353,43,3312
11-Jan-18,945,1061,911,359,41,3317
12-Jan-18,948,1070,934,360,43,3356
13-Jan-18,934,1073,923,361,43,3334
14-Jan-18,890,989,843,358,41,3122
15-Jan-18,917,1036,825,347,42,3167
16-Jan-18,909,1075,860,357,43,3244
17-Jan-18,940,1075,891,357,42,3305
18-Jan-18,931,1079,910,353,42,3315
19-Jan-18,937,1069,904,356,41,3307
20-Jan-18,931,1072,909,354,41,3307
21-Jan-18,899,1041,865,344,41,3190
22-Jan-18,920,1064,901,355,41,3282
23-Jan-18,876,1065,920,356,41,3258
24-Jan-18,870,1047,924,351,40,3233
25-Jan-18,900,1049,916,346,40,3251
26-Jan-18,863,976,878,348,39,3105
27-Jan-18,892,1017,900,343,40,3191
28-Jan-18,876,1019,872,345,39,3151
29-Jan-18,904,1047,905,347,40,3243
30-Jan-18,902,1058,921,349,40,3270
31-Jan-18,909,1047,926,353,42,3277
1-Feb-18,907,1055,914,356,42,3274
2-Feb-18,909,1058,923,359,42,3291
3-Feb-18,910,1063,912,359,42,3286
4-Feb-18,886,1030,862,352,41,3171
5-Feb-18,910,1048,905,354,41,3258
6-Feb-18,921,1056,932,357,42,3308
7-Feb-18,919,1048,930,363,43,3302
8-Feb-18,926,1054,907,361,41,3290
9-Feb-18,946,1042,931,360,41,3319
10-Feb-18,941,1042,924,362,41,3309
11-Feb-18,853,970,881,351,38,3093
12-Feb-18,820,959,928,357,40,3104
13-Feb-18,847,964,947,358,41,3157
14-Feb-18,870,969,941,356,41,3177
15-Feb-18,877,1007,951,360,40,3236
16-Feb-18,902,1023,973,351,41,3289
17-Feb-18,895,1026,967,353,40,3282
18-Feb-18,864,1005,928,353,39,3189
19-Feb-18,879,1034,967,360,41,3280
20-Feb-18,901,1054,987,367,41,3350
21-Feb-18,898,1057,989,368,42,3354
22-Feb-18,907,1077,994,364,41,3384
23-Feb-18,901,1075,1002,370,41,3389
24-Feb-18,886,1076,987,369,40,3359
25-Feb-18,859,1107,950,356,40,3311
26-Feb-18,899,1082,985,357,38,3362
27-Feb-18,917,1098,1001,373,39,3428
28-Feb-18,922,1106,1012,380,40,3460
1-Mar-18,921,1086,1014,366,40,3426
2-Mar-18,805,938,987,356,38,3124
3-Mar-18,797,1010,995,358,35,3194
4-Mar-18,830,1110,961,359,38,3297
5-Mar-18,863,1074,1005,382,39,3362
6-Mar-18,889,1093,1028,378,34,3423
7-Mar-18,913,1091,1025,376,39,3444
8-Mar-18,909,1092,1032,389,40,3461
9-Mar-18,909,1087,1037,386,39,3459
10-Mar-18,902,1093,1022,382,39,3437
11-Mar-18,911,1059,967,377,37,3351
12-Mar-18,929,1086,1021,386,40,3462
13-Mar-18,936,1101,1032,395,39,3502
14-Mar-18,929,1099,1031,402,40,3501
15-Mar-18,927,1095,1019,408,40,3489
16-Mar-18,934,1069,993,395,38,3429
17-Mar-18,918,1077,897,387,38,3317
18-Mar-18,878,1058,882,382,35,3235
19-Mar-18,916,1087,960,391,39,3393
20-Mar-18,920,1103,989,396,42,3450
21-Mar-18,876,1095,1024,414,40,3449
22-Mar-18,883,1100,1039,417,40,3480
23-Mar-18,912,1096,1059,418,38,3523
24-Mar-18,901,1098,1057,424,39,3520
25-Mar-18,868,1070,1008,407,39,3391
26-Mar-18,895,1121,1052,417,38,3522
27-Mar-18,900,1143,1066,418,36,3564
28-Mar-18,915,1141,1079,423,38,3597
29-Mar-18,907,1140,1080,431,36,3595
30-Mar-18,887,1132,1057,410,32,3517
31-Mar-18,850,1130,1030,375,35,3419
1-Apr-18,949,1066,956,337,35,3344
2-Apr-18,900,1109,960,343,39,3350
3-Apr-18,921,1140,1004,390,40,3495
4-Apr-18,945,1142,1020,408,42,3557
5-Apr-18,942,1153,1019,393,40,3547
6-Apr-18,896,1147,1016,404,41,3503
7-Apr-18,852,1131,982,383,43,3390
8-Apr-18,876,1082,914,359,39,3270
9-Apr-18,831,1123,983,384,41,3362
10-Apr-18,873,1152,1011,372,41,3450
11-Apr-18,814,1122,1015,389,39,3380
12-Apr-18,810,1131,1021,373,39,3374
13-Apr-18,870,1150,1020,393,36,3469
14-Apr-18,877,1148,1001,407,36,3469
15-Apr-18,868,1112,944,404,36,3363
16-Apr-18,913,1155,982,436,40,3526
17-Apr-18,944,1167,1008,427,39,3586
18-Apr-18,949,1160,1019,408,38,3573
19-Apr-18,985,1175,1024,430,36,3650
20-Apr-18,927,1164,1008,441,37,3576
21-Apr-18,957,1166,999,436,35,3593
22-Apr-18,901,1134,946,424,37,3442
23-Apr-18,951,1173,978,441,38,3582
24-Apr-18,980,1174,988,435,40,3617
25-Apr-18,1017,1165,986,439,36,3642
26-Apr-18,1043,1167,998,408,35,3651
27-Apr-18,1060,1170,1011,394,41,3675
28-Apr-18,1070,1167,1006,398,41,3682
29-Apr-18,1036,1126,957,387,37,3542
30-Apr-18,1008,1143,985,352,35,3524
1-May-18,1056,1096,891,350,36,3428
2-May-18,987,1141,932,384,33,3477
3-May-18,889,1142,882,380,36,3330
4-May-18,1006,1163,858,415,37,3479
5-May-18,1054,1179,906,431,39,3610
6-May-18,994,1146,879,429,35,3483
7-May-18,1042,1166,937,448,35,3628
8-May-18,976,1177,942,453,35,3583
9-May-18,1012,1177,920,440,30,3579
10-May-18,1049,1188,910,427,33,3606
11-May-18,1110,1175,908,426,34,3653
12-May-18,1113,1159,884,427,38,3620
13-May-18,992,1132,832,403,37,3397
14-May-18,949,1163,875,344,39,3370
15-May-18,1072,1169,888,398,38,3564
16-May-18,1071,1168,907,389,40,3574
17-May-18,1131,1179,918,392,43,3663
18-May-18,1148,1172,916,407,42,3685
19-May-18,1131,1177,906,423,43,3680
20-May-18,1122,1161,850,415,43,3591
21-May-18,1165,1197,904,445,44,3754
22-May-18,1213,1208,906,453,45,3825
23-May-18,1238,1200,916,433,44,3830
24-May-18,1240,1195,901,451,44,3832
25-May-18,1228,1196,885,453,42,3805
26-May-18,1218,1187,887,448,43,3783
27-May-18,1233,1166,842,446,43,3730
28-May-18,1249,1207,895,435,43,3829
29-May-18,1258,1208,909,426,43,3843
30-May-18,1214,1207,926,452,45,3844
31-May-18,1258,1193,922,445,45,3862
1-Jun-18,1199,1158,916,407,47,3727
2-Jun-18,1074,1123,855,415,47,3515
3-Jun-18,1158,1061,799,436,47,3500
4-Jun-18,1263,1004,838,456,47,3608
5-Jun-18,1277,1132,869,457,49,3784
6-Jun-18,1172,1132,864,463,49,3680
7-Jun-18,1259,1108,831,467,49,3713
8-Jun-18,1271,1108,823,446,52,3700
9-Jun-18,1151,1067,791,440,52,3500
10-Jun-18,1100,1027,753,437,49,3366
11-Jun-18,1209,1074,810,440,48,3582
12-Jun-18,1262,1084,829,425,46,3646
13-Jun-18,1251,1092,859,434,42,3677
14-Jun-18,1248,1120,880,445,41,3734
15-Jun-18,1270,1140,898,449,42,3799
16-Jun-18,1242,1121,880,458,42,3744
17-Jun-18,1097,1076,835,447,42,3495
18-Jun-18,1150,1115,880,467,42,3654
19-Jun-18,1198,1130,906,476,47,3757
20-Jun-18,1304,1126,925,454,48,3857
21-Jun-18,1317,1121,928,446,50,3862
22-Jun-18,1373,1083,920,458,49,3884
23-Jun-18,1383,1046,891,452,50,3821
24-Jun-18,1360,990,852,421,48,3671
25-Jun-18,1394,1027,893,409,48,3771
26-Jun-18,1343,1018,906,397,51,3714
27-Jun-18,1228,1016,891,399,50,3584
28-Jun-18,1056,1004,880,410,49,3399
29-Jun-18,1085,998,894,423,50,3449
30-Jun-18,1170,1014,880,428,49,3540
1-Jul-18,1167,1009,833,410,47,3467
2-Jul-18,1188,1047,878,409,47,3570
3-Jul-18,1164,1016,870,399,47,3496
4-Jul-18,1126,995,908,407,46,3483
5-Jul-18,1209,1011,916,412,49,3598
6-Jul-18,1272,1021,914,429,51,3686
7-Jul-18,1353,1027,866,438,53,3738
8-Jul-18,1365,990,812,427,50,3644
9-Jul-18,1408,1012,841,439,50,3749
10-Jul-18,1421,1012,879,441,52,3805
11-Jul-18,1386,1000,836,445,53,3720
12-Jul-18,1342,985,818,448,50,3643
13-Jul-18,1266,972,828,446,51,3562
14-Jul-18,1203,974,814,439,51,3481
15-Jul-18,1230,928,777,440,50,3425
16-Jul-18,1269,936,816,436,51,3507
17-Jul-18,1255,931,847,427,53,3513
18-Jul-18,1277,937,888,454,54,3609
19-Jul-18,1270,950,915,464,55,3653
20-Jul-18,1262,958,904,460,55,3639
21-Jul-18,1187,956,895,418,48,3504
22-Jul-18,1101,916,868,380,49,3315
23-Jul-18,1156,939,927,410,49,3482
24-Jul-18,1213,955,947,422,49,3585
25-Jul-18,1168,955,957,425,50,3553
26-Jul-18,1016,939,965,409,50,3379
27-Jul-18,1002,950,969,412,52,3385
28-Jul-18,1020,979,970,418,52,3439
29-Jul-18,1060,988,937,413,49,3447
30-Jul-18,1105,1041,992,419,50,3606
31-Jul-18,1172,1059,992,418,50,3691
1-Aug-18,1187,1062,976,413,50,3689
2-Aug-18,1240,1083,962,410,46,3740
3-Aug-18,1249,1099,970,417,50,3785
4-Aug-18,1279,1109,958,435,52,3832
5-Aug-18,1232,1093,922,425,50,3723
6-Aug-18,1195,1120,956,426,52,3748
7-Aug-18,1151,1127,952,425,53,3708
8-Aug-18,1167,1107,899,432,49,3654
9-Aug-18,1218,1082,934,456,53,3742
10-Aug-18,1282,1107,952,466,54,3860
11-Aug-18,1276,1103,881,467,52,3780
12-Aug-18,1190,1070,801,451,50,3562
13-Aug-18,1214,1105,847,452,49,3667
14-Aug-18,1264,1131,849,457,53,3755
15-Aug-18,1201,1042,782,436,49,3510
16-Aug-18,1242,1034,771,442,50,3538
17-Aug-18,1286,980,826,480,53,3625
18-Aug-18,1267,987,842,481,53,3631
19-Aug-18,1218,967,816,458,54,3512
20-Aug-18,1256,991,833,438,51,3569
21-Aug-18,1283,967,874,453,52,3629
22-Aug-18,1310,953,925,463,53,3704
23-Aug-18,1187,979,943,471,53,3632
24-Aug-18,1170,993,952,468,52,3635
25-Aug-18,1171,994,941,450,52,3608
26-Aug-18,1120,923,893,431,50,3417
27-Aug-18,1198,960,897,443,51,3549
28-Aug-18,1209,998,903,447,52,3610
29-Aug-18,1194,988,925,458,51,3617
30-Aug-18,1219,1017,953,451,52,3692
31-Aug-18,1249,1017,952,447,53,3717
1-Sep-18,1193,1005,928,438,53,3615
2-Sep-18,1097,963,889,418,49,3415
3-Sep-18,1072,956,957,433,51,3469
4-Sep-18,1089,999,994,441,55,3577
5-Sep-18,1111,1038,1001,427,53,3632
6-Sep-18,1129,1052,1010,414,52,3656
7-Sep-18,1118,1072,1022,413,51,3676
8-Sep-18,1056,1058,1015,430,51,3610
9-Sep-18,1030,1054,980,440,50,3553
10-Sep-18,1078,1110,997,441,48,3673
11-Sep-18,1138,1150,1027,440,46,3800
12-Sep-18,1136,1167,1005,440,45,3794
13-Sep-18,1133,1159,981,448,46,3768
14-Sep-18,1169,1199,1005,452,49,3874
15-Sep-18,1187,1172,1001,453,49,3862
16-Sep-18,1162,1201,944,438,49,3793
17-Sep-18,1211,1211,927,424,50,3822
18-Sep-18,1240,1231,920,442,54,3887
19-Sep-18,1258,1239,930,447,52,3925
20-Sep-18,1248,1238,938,412,52,3888
21-Sep-18,1207,1201,922,370,51,3750
22-Sep-18,982,1132,927,413,50,3504
23-Sep-18,854,1076,924,438,50,3342
24-Sep-18,872,1155,955,455,48,3485
25-Sep-18,915,1194,978,450,46,3584
26-Sep-18,973,1208,951,447,46,3625
27-Sep-18,1007,1218,940,462,48,3675
28-Sep-18,1033,1221,948,463,49,3715
29-Sep-18,1042,1216,938,483,51,3730
30-Sep-18,1022,1206,916,472,46,3663
1-Oct-18,1068,1231,948,463,48,3758
2-Oct-18,1037,1236,915,485,47,3720
3-Oct-18,1084,1254,942,478,45,3804
4-Oct-18,1113,1247,931,475,47,3813
5-Oct-18,1119,1248,929,484,48,3829
6-Oct-18,1103,1261,919,473,47,3802
7-Oct-18,1064,1244,895,462,45,3710
8-Oct-18,1083,1278,944,474,44,3823
9-Oct-18,1074,1273,966,465,44,3823
10-Oct-18,1093,1272,976,442,44,3827
11-Oct-18,1031,1283,977,389,43,3723
12-Oct-18,1017,1286,1009,382,41,3736
13-Oct-18,996,1284,1010,394,42,3727
14-Oct-18,939,1264,971,399,41,3614
15-Oct-18,975,1288,988,415,44,3710
16-Oct-18,984,1293,978,402,43,3700
17-Oct-18,1013,1279,922,396,42,3651
18-Oct-18,1023,1215,839,385,41,3503
19-Oct-18,949,1236,860,384,36,3464
20-Oct-18,957,1273,899,399,40,3568
21-Oct-18,939,1254,894,404,43,3535
22-Oct-18,942,1267,952,424,42,3627
23-Oct-18,951,1277,984,414,43,3669
24-Oct-18,949,1264,992,418,43,3666
25-Oct-18,950,1266,1008,406,45,3675
26-Oct-18,948,1255,1008,394,44,3650
27-Oct-18,944,1246,1002,385,44,3621
28-Oct-18,900,1211,953,377,41,3483
29-Oct-18,929,1229,981,382,42,3563
30-Oct-18,925,1231,1007,373,44,3580
31-Oct-18,934,1224,1023,397,44,3621
1-Nov-18,928,1215,975,410,43,3571
2-Nov-18,928,1226,960,398,44,3557
3-Nov-18,910,1225,941,396,43,3514
4-Nov-18,874,1205,910,387,40,3416
5-Nov-18,927,1211,936,400,40,3515
6-Nov-18,906,1177,907,411,42,3442
7-Nov-18,828,1041,878,388,41,3176
8-Nov-18,760,972,902,388,41,3063
9-Nov-18,804,1008,948,370,42,3172
10-Nov-18,849,1046,957,362,41,3256
11-Nov-18,849,1070,931,360,40,3250
12-Nov-18,880,1117,959,373,41,3369
13-Nov-18,903,1137,962,362,42,3407
14-Nov-18,880,1150,967,356,44,3397
15-Nov-18,888,1157,959,354,43,3402
16-Nov-18,892,1153,891,365,43,3343
17-Nov-18,887,1168,899,359,42,3354
18-Nov-18,860,1148,868,347,40,3263
19-Nov-18,885,1175,902,356,41,3358
20-Nov-18,903,1169,911,352,42,3377
21-Nov-18,894,1176,901,362,42,3375
22-Nov-18,904,1185,872,348,42,3351
23-Nov-18,902,1166,870,349,43,3329
24-Nov-18,893,1166,868,347,43,3318
25-Nov-18,870,1140,831,342,41,3224
26-Nov-18,900,1166,874,348,41,3328
27-Nov-18,898,1163,884,347,43,3334
28-Nov-18,922,1147,898,351,44,3362
29-Nov-18,911,1152,897,349,44,3354
30-Nov-18,919,1143,899,363,44,3368
1-Dec-18,911,1128,892,347,43,3322
2-Dec-18,874,1101,845,337,41,3198
