State,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2025,2030,2035,2040,2045,2050
Punjab,37327920000.0,41682760000.0,46500580000.0,49714280000.0,54612180000.0,59778320000.0,67079740000.0,73060540000.0,80896060000.0,84052455000.0,111704563333.33203,139356671666.66602,167008780000.0,194660888333.33203,222312996666.66602,249965105000.0
Rajasthan,60877180000.0,69097140000.0,78544340000.0,86189880000.0,95407900000.00002,106233260000.00002,116978120000.0,130077360000.00002,137482800000.0,147477500000.0,197451000000.0,247424500000.0,297398000000.0,347371500000.0,397345000000.0,447318500000.0
Sikkim,1563100000.0,1727320000.0,1940680000.0000002,2156980000.0,2524760000.0,2896180000.0,3289300000.0,3750040000.0,3969980000.0,4309430000.0,6006680000.0,7703930000.0,9401180000.0,11098430000.0,12795680000.0,14492930000.0
Tamil Nadu,105208040000.0,119675500000.00002,135594200000.0,150174920000.0,164710000000.0,182369460000.0,204657740000.0,232982260000.0,241589460000.0,260475225000.0,351037483333.3281,441599741666.66406,532162000000.0,622724258333.3281,713286516666.6641,803848775000.0
Telangana,50320760000.0,56223160000.0,63221200000.0,70818860000.0,80906280000.0,92264620000.0,105533540000.0,121196320000.0,133343700000.00002,141075340000.0,197338540000.0,253601740000.0,309864940000.0,366128140000.0,422391340000.0,478654540000.0
Tripura,2689120000.0,3032820000.0,3583020000.0,4134620000.0,5031320000.0,5545680000.0,6458620000.0,7022381333.333252,7705629333.333252,8388877333.333252,11805117333.333252,15221357333.333252,18637597333.333252,22053837333.333252,25470077333.333252,28886317333.333252
Uttar Pradesh,101367000000.0,115135020000.0,131649840000.0,141650600000.0,159209400000.0,174772360000.0,192685360000.0,215940480000.0,221172980000.0,240404835000.0,319713535000.0,399022235000.0,478330935000.0,557639635000.0,636948335000.0,716257035000.0
Uttarakhand,16145920000.000002,18425820000.0,20870360000.0,22601460000.0,24802820000.0,27317500000.0,31197040000.0,34425300000.0,36852620000.0,39118600000.0,52515250000.0,65911900000.0,79308550000.0,92705200000.0,106101850000.0,119498500000.0
West Bengal,72867900000.0,82804960000.00002,94758720000.0,100531480000.00002,111622000000.0,122153780000.0,139941900000.0,164862040000.00003,184034060000.0,188725225000.0,259432566666.66406,330139908333.33203,400847250000.0,471554591666.66406,542261933333.33203,612969275000.0
Delhi,48131720000.00001,54794320000.0,62154400000.00001,69272420000.0,77112560000.0,86184700000.0,96613720000.0,109151280000.0,114883600000.0,123772950000.0,168219700000.0,212666450000.0,257113200000.0,301559950000.0,346006700000.0,390453450000.0
