,NR,WR,SR,ER,NER,TOTAL
2016-07-23,47020,39685,34165,18008,2326,141204
2016-07-24,44648,38125,32316,17261,2266,134616
2016-07-25,47321,38993,35045,18312,2191,141862
2016-07-26,46968,39643,34760,17802,2327,141500
2016-07-27,44791,39800,34013,18534,2319,139457
2016-07-28,44865,39386,34249,18461,2271,139231
2016-07-29,44961,39345,33906,18454,2352,139018
2016-07-30,44605,39257,32618,17880,2309,136669
2016-07-31,43247,36630,31465,17913,2316,131571
2016-08-01,44617,37670,33329,17552,2308,135476
2016-08-02,44317,37162,32875,18037,2453,134844
2016-08-03,47491,37084,34446,17767,2420,139208
2016-08-04,48484,38258,34798,17591,2451,141583
2016-08-05,48541,36833,35022,17766,2418,140581
2016-08-06,44823,35772,35190,17403,2398,135586
2016-08-07,43190,33564,33433,16790,2323,129300
2016-08-08,45876,36690,36592,16932,2411,138500
2016-08-09,45893,37461,37297,16675,2434,139760
2016-08-10,45595,37771,37786,16237,2374,139763
2016-08-11,42857,38299,38387,16929,2434,138906
2016-08-12,41993,37919,37584,17495,2435,137426
2016-08-13,43488,38627,36835,18080,2430,139460
2016-08-14,43271,36817,34151,17208,2369,133816
2016-08-15,43876,34860,34429,16373,2408,131946
2016-08-16,46875,38868,37701,17766,2381,143591
2016-08-17,44740,39382,37662,16027,2395,140206
2016-08-18,42768,35968,37807,16030,2380,134953
2016-08-19,45928,38365,38387,17530,2444,142654
2016-08-20,44114,39393,38573,18090,2421,142590
2016-08-21,44774,39297,36294,16589,2323,139277
2016-08-22,44659,40863,38719,17239,2485,143965
2016-08-23,45546,41486,39363,18320,2487,147202
2016-08-24,42694,40166,38771,18148,2472,142251
2016-08-25,44222,37541,38014,18314,2035,140126
2016-08-26,45188,38212,37962,18399,2338,142099
2016-08-27,44421,39217,36254,18614,2427,140933
2016-08-28,42776,38807,34562,18417,2395,136957
2016-08-29,41462,40697,38137,18875,2427,141598
2016-08-30,43650,40516,37598,18345,2338,142447
2016-08-31,42462,39435,36549,18616,2340,139402
2016-09-01,42210,39435,35934,18676,2371,138626
2016-09-02,45085,39439,34448,17589,2397,138958
2016-09-03,45889,40173,36484,17574,2423,142543
2016-09-04,46000,38603,34231,17029,2351,138213
2016-09-05,48001,39879,34826,17663,2452,142821
2016-09-06,49249,42450,38057,17887,2376,150020
2016-09-07,48948,43343,38105,17199,2333,149928
2016-09-08,50668,46251,39324,17149,2449,155841
2016-09-09,51312,45808,38622,17907,2409,156058
2016-09-10,50725,46783,37277,17622,2446,154853
2016-09-11,49459,44246,34892,17221,2373,148191
2016-09-12,49927,47371,37404,17948,2384,155034
2016-09-13,51314,46470,35914,17350,2435,153483
2016-09-14,51816,44621,34820,17837,2348,151441
2016-09-15,51197,39880,35109,18003,2366,146555
2016-09-16,50720,42189,35484,18086,2395,148874
2016-09-17,50771,41296,35566,17303,2344,147280
2016-09-18,49171,39533,34579,17309,2366,142958
2016-09-19,50243,41607,37720,18595,2386,150551
2016-09-20,50657,42101,36980,18662,2417,150817
2016-09-21,51107,42754,35826,17615,2361,149664
2016-09-22,49219,42795,36075,18807,2403,149299
2016-09-23,49491,42880,35758,18227,2300,148656
2016-09-24,48217,42003,35633,17325,2414,145592
2016-09-25,45897,40831,33273,17309,2313,139623
2016-09-26,47969,42921,36416,18035,2392,147733
2016-09-27,47576,43181,36752,18518,2385,148412
2016-09-28,47180,43773,36859,18173,2488,148473
2016-09-29,46826,43888,36382,18145,2333,147574
2016-09-30,46907,42968,35660,18753,2442,146730
2016-10-01,44763,42447,35210,18827,2479,143726
2016-10-02,42576,39807,34306,18466,2408,137563
2016-10-03,46667,41685,36771,18820,2414,146357
2016-10-04,45404,41416,37920,19308,2511,146559
2016-10-05,43592,40953,38017,18301,2492,143355
2016-10-06,46609,40934,38311,19011,2556,147422
2016-10-07,45753,41093,37650,19173,2488,146157
2016-10-08,44560,41112,36538,18383,2312,142905
2016-10-09,43005,39679,33800,18446,2204,137134
2016-10-10,44369,40724,33393,17562,2166,138214
2016-10-11,40535,36903,33524,16431,2135,129528
2016-10-12,42982,42146,35864,16778,1983,139753
2016-10-13,41912,42271,35966,17622,2298,140069
2016-10-14,43058,42823,36406,18015,2369,142671
2016-10-15,43198,43688,36478,18215,2438,144017
2016-10-16,40169,42391,34465,18036,2415,137475
2016-10-17,42955,44342,37405,18131,2445,145278
2016-10-18,42701,44998,37496,18543,2415,146153
2016-10-19,43731,45787,38586,18496,2432,149032
2016-10-20,42004,46324,38223,18615,2344,147510
2016-10-21,44013,45958,37652,18437,2377,148438
2016-10-22,43008,46554,37018,18467,2364,147411
2016-10-23,40703,44990,34996,18387,2318,141395
2016-10-24,42145,46634,37587,18486,2365,147217
2016-10-25,41831,45232,37888,18353,2365,145669
2016-10-26,43384,46356,38538,18466,2417,149161
2016-10-27,41705,46208,37659,18436,2275,146283
2016-10-28,43432,45765,36541,18900,2352,146990
2016-10-29,42782,43210,35143,18743,2367,142245
2016-10-30,38953,38863,32055,18426,2362,130659
2016-10-31,37652,38149,35350,19202,2398,132751
2016-11-01,40306,39046,35337,18516,2332,135537
2016-11-02,39867,41664,35641,18399,2382,137953
2016-11-03,40550,42531,36612,17990,2333,140016
2016-11-04,40354,43001,36157,18253,2198,139963
2016-11-05,41083,44236,36652,17802,2291,142064
2016-11-06,38600,43384,34611,17004,2119,135718
2016-11-07,40017,45334,36423,17566,2216,141557
2016-11-08,40261,45830,37116,17494,2251,142953
2016-11-09,40421,44775,36708,17412,2266,141582
2016-11-10,40314,44649,36599,17241,2266,141068
2016-11-11,40360,44150,36555,17507,2217,140788
2016-11-12,39056,43317,36593,16931,2212,138109
2016-11-13,37071,43795,34013,16443,2185,133507
2016-11-14,38600,43738,37493,17100,2238,139169
2016-11-15,39196,44665,37663,17069,2255,140849
2016-11-16,39196,44797,38026,16783,2247,141048
2016-11-17,39763,40973,38133,16497,2310,137676
2016-11-18,38521,42150,37466,17029,2234,137400
2016-11-19,39519,42091,37365,16308,2307,137590
2016-11-20,34021,40873,34524,16385,2162,127965
2016-11-21,38777,42990,37724,16490,2083,138064
2016-11-22,38060,45192,38257,17092,2208,140809
2016-11-23,38943,44642,37756,16499,2345,140185
2016-11-24,39506,44765,37502,16367,2305,140445
2016-11-25,39449,45186,36308,16968,2291,140202
2016-11-26,38349,44569,36290,16247,2210,137665
2016-11-27,37091,42938,34494,16240,2176,132939
2016-11-28,39568,45078,37448,16007,2262,140363
2016-11-29,40750,46293,37714,16494,2301,143552
2016-11-30,37042,45631,37719,15738,2318,138449
2016-12-01,38900,45079,33726,16504,2271,136481
2016-12-02,40151,44538,35562,16724,2251,139226
2016-12-03,39715,44868,34775,16299,2208,137865
2016-12-04,38353,43784,31949,15919,2168,132173
2016-12-05,40766,45150,34666,16357,2193,139132
2016-12-06,41034,45421,32988,16358,2196,137997
2016-12-07,41734,45013,35764,16997,2161,141669
2016-12-08,41181,44954,36106,16920,2242,141403
2016-12-09,41441,44959,35728,16888,2240,141257
2016-12-10,42027,44741,35622,16673,2242,141305
2016-12-11,39889,43079,32135,16397,2195,133695
2016-12-12,44389,44838,30537,16222,2197,138183
2016-12-13,42178,44687,31963,16258,2249,137335
2016-12-14,41446,44857,32836,16298,2220,137657
2016-12-15,41753,47173,33218,16288,2245,140678
2016-12-16,42417,43869,34269,16266,2244,139065
2016-12-17,42439,43705,34306,15938,2208,138596
2016-12-18,39550,41772,32585,15332,2191,131430
2016-12-19,41389,43375,34762,16329,2225,138080
2016-12-20,42125,43644,35440,16002,2247,139458
2016-12-21,41776,43670,36079,16351,2254,140130
2016-12-22,41671,43373,36750,16466,2213,140473
2016-12-23,41481,42832,36458,16713,2318,139802
2016-12-24,42324,41916,35700,16077,2291,138309
2016-12-25,40344,41916,33249,16302,2195,134006
2016-12-26,41310,43162,36637,16740,2117,139966
2016-12-27,41413,42759,36467,17206,2290,140136
2016-12-28,41923,43282,36605,16918,2272,141000
2016-12-29,41593,42747,36347,16766,2298,139751
2016-12-30,41422,42683,35765,16572,2268,138710
2016-12-31,41034,42871,36004,16543,2264,138716
2017-01-01,40444,40024,32298,15932,2210,130908
2017-01-02,42018,42803,36558,16788,2228,140395
2017-01-03,41533,43596,37151,16528,2207,141014
2017-01-04,42548,43467,37318,16875,2256,142464
2017-01-05,43461,43697,37427,16775,2228,143588
2017-01-06,41683,43152,36962,16227,2299,140323
2017-01-07,41184,43194,36837,17215,2300,140730
2017-01-08,39658,40343,34078,16730,2197,133006
2017-01-09,40006,42689,36978,17118,2244,139035
2017-01-10,42483,43364,37084,16867,2292,142090
2017-01-11,43572,43647,37153,17273,2284,143929
2017-01-12,42347,43228,36990,17336,2210,142112
2017-01-13,44273,41881,36225,17019,2314,141712
2017-01-14,42407,38743,32721,16445,2237,132552
2017-01-15,41587,38622,31900,16961,2241,131311
2017-01-16,43738,43523,35038,17318,2232,141850
2017-01-17,44030,43784,35713,16523,2290,142340
2017-01-18,44447,43824,36461,17406,2263,144400
2017-01-19,43237,44101,36120,17331,2287,143076
2017-01-20,43901,43075,36079,17359,2305,142719
2017-01-21,43960,43878,35949,17533,2260,143580
2017-01-22,40723,42233,33948,16935,2243,136083
2017-01-23,42803,44284,36919,17416,2266,143688
2017-01-24,42945,45342,37184,17088,2269,144828
2017-01-25,41692,45183,37267,17108,2243,143493
2017-01-26,31907,39864,34136,16601,2218,124726
2017-01-27,38034,43585,36501,17224,2205,137549
2017-01-28,40618,44301,36199,17021,2272,140411
2017-01-29,38181,42464,34037,16508,2186,133375
2017-01-30,40317,44491,37291,16805,2228,141132
2017-01-31,39984,44679,37550,17611,2285,142109
2017-02-01,39188,43814,37179,17224,2322,139727
2017-02-02,39889,44314,37401,17377,2317,141298
2017-02-03,40739,44344,37933,17410,2288,142713
2017-02-04,39484,44184,37508,16606,2324,140106
2017-02-05,37456,41549,35057,15900,2227,132189
2017-02-06,40096,43698,37397,17356,2273,140820
2017-02-07,40895,44256,37737,16823,2291,142002
2017-02-08,41789,44100,37470,17431,2274,143064
2017-02-09,41830,44716,37669,17403,2276,143894
2017-02-10,42027,43659,37443,17015,2284,142428
2017-02-11,41950,42668,36973,16048,2306,139945
2017-02-12,40418,41504,34416,16273,2185,134796
2017-02-13,41879,43801,37074,16879,2316,141949
2017-02-14,42405,44702,37250,16305,2265,142927
2017-02-15,41808,44784,37272,16667,2323,142854
2017-02-16,41809,45070,38087,16612,2296,143874
2017-02-17,40668,44199,37760,16370,2327,141324
2017-02-18,40395,44248,37370,16303,2299,140615
2017-02-19,37503,42765,35035,16014,2258,133575
2017-02-20,41340,45374,37817,16511,2157,143199
2017-02-21,41416,44898,38527,16843,2101,143785
2017-02-22,42723,45343,38430,17117,1902,145515
2017-02-23,42045,43931,38487,17243,2144,143849
2017-02-24,40084,43429,37032,17472,2199,140216
2017-02-25,41011,44651,37400,17125,2243,142430
2017-02-26,38883,42932,35151,16946,2212,136124
2017-02-27,41479,45190,37800,17036,2287,143793
2017-02-28,41750,45497,38873,16490,2276,144885
2017-03-01,40504,45152,38505,17906,2271,144338
2017-03-02,39608,44928,38098,17107,2288,142029
2017-03-03,40356,45180,38233,18189,2284,144241
2017-03-04,40258,44894,37612,18238,2056,143058
2017-03-05,38508,42453,35537,17540,2042,136081
2017-03-06,40197,45374,37746,17572,2231,143121
2017-03-07,40079,45699,38015,16899,2210,142902
2017-03-08,38919,44620,37739,17577,2247,141102
2017-03-09,36980,44999,38580,17327,2321,140207
2017-03-10,33448,42545,37594,14196,2194,129977
2017-03-11,34937,42917,37521,17256,2179,134810
2017-03-12,34583,39820,36068,16893,2076,129441
2017-03-13,31030,34010,37687,16316,2154,121196
2017-03-14,35783,41205,35257,17597,2227,132070
2017-03-15,35953,43011,38233,17930,2208,137335
2017-03-16,35588,43901,38865,17819,2049,138222
2017-03-17,36853,43249,39002,17540,2219,138863
2017-03-18,37306,43476,38361,17814,1833,138790
2017-03-19,36428,40957,35812,17096,2119,132412
2017-03-20,37193,44685,39360,17736,2011,140985
2017-03-21,37914,45039,39175,18440,2282,142850
2017-03-22,38944,45259,39560,17941,2232,143935
2017-03-23,39452,45509,39243,18521,2336,145061
2017-03-24,40694,45617,40070,18943,2290,147615
2017-03-25,39311,45727,39370,18924,2185,145517
2017-03-26,37400,43612,36475,19007,2169,138663
2017-03-27,38057,46842,39542,19321,2288,146050
2017-03-28,41203,45334,39710,19296,2277,147820
2017-03-29,41615,47023,38139,19637,2220,148633
2017-03-30,41418,46958,39712,18661,2176,148925
2017-03-31,41915,47202,39848,19652,2217,150835
2017-04-01,39991,46566,38975,19105,1920,146557
2017-04-02,36968,44889,36051,18326,1917,138151
2017-04-03,43870,47394,38998,18641,1898,150801
2017-04-04,42460,46983,38290,19022,2028,148784
2017-04-05,37954,47160,37682,18826,2127,143749
2017-04-06,42191,46474,38098,19363,2217,148343
2017-04-07,43743,48066,39971,18227,2243,152250
2017-04-08,41960,47368,39514,19254,2195,150292
2017-04-09,40490,45337,36012,19194,2061,143094
2017-04-10,41217,47730,39215,19859,2240,150261
2017-04-11,42992,47632,38928,19630,2308,151489
2017-04-12,44219,48328,39021,19820,2371,153759
2017-04-13,45004,48066,38997,20100,2249,154416
2017-04-14,43028,48820,37611,19858,2304,151620
2017-04-15,43028,46942,38718,18464,1872,149024
2017-04-16,42883,46543,35766,18874,2106,146171
2017-04-17,46943,48734,39252,20077,2246,157252
2017-04-18,45689,49060,39584,20063,2318,156713
2017-04-19,47552,48566,38933,18161,1914,155126
2017-04-20,48518,48386,38567,19079,2249,156799
2017-04-21,48711,47774,37933,19786,2129,156333
2017-04-22,44866,47731,39182,18652,2127,152558
2017-04-23,42947,45084,36729,16060,2139,142959
2017-04-24,46134,48208,40706,19244,2236,156527
2017-04-25,44878,48177,38677,19776,2087,153595
2017-04-26,44940,47249,39169,19727,2207,153293
2017-04-27,44023,47417,38451,19619,2154,151664
2017-04-28,45084,46337,39022,20628,1497,152568
2017-04-29,44231,44829,36628,19766,2195,147649
2017-04-30,43354,43136,36145,16518,2282,141435
2017-05-01,45219,44304,33596,15516,2293,140929
2017-05-02,46237,47461,37086,19108,2173,152064
2017-05-03,45349,46132,38232,18806,2254,150773
2017-05-04,46717,47178,37880,18553,2011,152339
2017-05-05,47518,46982,38781,18488,1981,153750
2017-05-06,48073,45488,36183,17613,2125,149481
2017-05-07,46726,41008,31427,18360,2236,139757
2017-05-08,47964,44021,36912,19107,2423,150427
2017-05-09,48147,45438,36498,16733,1770,148586
2017-05-10,46923,46422,36112,19022,2358,150837
2017-05-11,48816,45618,37418,15847,2454,150153
2017-05-12,48641,46120,38106,19194,2250,154311
2017-05-13,49588,46070,37623,16956,2404,152641
2017-05-14,47144,44145,34330,18980,2383,146982
2017-05-15,48636,46119,38272,17791,2277,153096
2017-05-16,48880,47119,38934,18134,2354,155421
2017-05-17,47081,46006,38197,15540,2400,149223
2017-05-18,48772,46293,35948,17815,2389,151217
2017-05-19,45991,45365,38487,18962,2401,151207
2017-05-20,48255,45882,36911,18017,2415,151481
2017-05-21,38015,43525,35731,18214,2361,137845
2017-05-22,45780,45899,36991,18680,2458,149808
2017-05-23,46539,46103,37033,17068,2517,149260
2017-05-24,48271,46636,38070,18775,2385,154137
2017-05-25,49058,45465,37598,17268,2439,151828
2017-05-26,46247,47059,36692,16953,2409,149360
2017-05-27,47617,43785,34780,19225,2532,147938
2017-05-28,46610,40537,34116,16852,2452,140568
2017-05-29,45135,43933,37458,18648,2471,147644
2017-05-30,46515,44394,37304,17635,1877,147724
2017-05-31,44295,43732,38256,18539,2215,147038
2017-06-01,46185,42960,38884,17936,2315,148280
2017-06-02,47676,43586,38544,18265,2382,150452
2017-06-03,47226,42279,37385,18775,2258,147923
2017-06-04,47532,41753,35494,19655,2288,146722
2017-06-05,49938,42633,36309,17213,2371,148463
2017-06-06,49697,43459,35237,18215,2444,149053
2017-06-07,46923,42304,35033,18850,2482,145592
2017-06-08,45503,42729,36184,18629,2483,145528
2017-06-09,46995,41232,35493,18072,2469,144261
2017-06-10,45656,41063,35278,18759,2360,143115
2017-06-11,44988,39366,32916,17276,2193,136739
2017-06-12,48639,41783,35389,17778,2227,145816
2017-06-13,48301,39833,36394,18940,2063,145531
2017-06-14,47440,40445,36208,18464,2337,144894
2017-06-15,51433,42179,35738,17518,2491,149359
2017-06-16,50729,41922,35451,18380,2327,148808
2017-06-17,49906,42894,35867,18246,2321,149234
2017-06-18,50359,41310,34297,17985,2291,146242
2017-06-19,46929,43702,35754,16702,2510,145597
2017-06-20,49313,42465,36157,16953,2434,147322
2017-06-21,47973,42064,35892,17095,2468,145492
2017-06-22,48390,41788,37544,18501,2456,148679
2017-06-23,50935,41854,35157,18188,2369,148503
2017-06-24,52429,41360,34535,17927,2453,148705
2017-06-25,50664,36410,31958,17054,2332,138418
2017-06-26,51751,39726,33100,17741,2371,144688
2017-06-27,51731,39622,34405,18588,2442,146788
2017-06-28,43813,38709,36053,18417,2467,139459
2017-06-29,41840,38522,37007,18880,2535,138784
2017-06-30,42273,38011,36553,19327,2408,138572
2017-07-01,44804,36888,35386,18277,2450,137805
2017-07-02,44006,35352,34301,17468,2343,133470
2017-07-03,48173,38180,36560,17994,2349,143256
2017-07-04,49455,38798,37197,17593,2339,145382
2017-07-05,49408,39308,37313,18921,2344,147294
2017-07-06,47862,41075,36888,18639,2450,146914
2017-07-07,51143,40148,36753,18957,2392,149393
2017-07-08,51554,41140,36525,19050,2345,150614
2017-07-09,52800,39029,33752,18153,2346,146080
2017-07-10,52800,41543,37413,18435,2278,152469
2017-07-11,50345,41653,37376,18048,2335,149757
2017-07-12,48620,41328,36435,17811,2436,146631
2017-07-13,50820,39844,36212,18502,2431,147809
2017-07-14,52475,38683,36124,18593,2492,148367
2017-07-15,51321,38417,35178,19258,2480,146654
2017-07-16,51333,36309,32598,19413,2385,142038
2017-07-17,51606,38646,35890,19994,2467,148603
2017-07-18,50785,39060,35978,19016,2510,147349
2017-07-19,51531,38817,35850,18641,2410,147249
2017-07-20,52648,38096,36336,17998,2393,147470
2017-07-21,52217,38383,37884,19426,2563,150473
2017-07-22,51019,37079,38495,18655,2427,147675
2017-07-23,47587,35818,36136,17655,2185,139381
2017-07-24,48048,37406,39003,17709,2437,144603
2017-07-25,51255,38509,40146,17581,2426,149917
2017-07-26,51812,38165,39709,17388,2482,149556
2017-07-27,50555,37305,39100,18273,2341,147574
2017-07-28,51752,38227,37442,19171,2512,149104
2017-07-29,51054,39183,37621,19575,2510,149943
2017-07-30,45674,38057,35839,18606,2460,140635
2017-07-31,49061,40894,38429,18813,2592,149789
2017-08-01,46469,41302,38747,19567,2475,148559
2017-08-02,48454,40866,38533,18510,2523,148886
2017-08-03,49788,41648,38511,18338,2556,150841
2017-08-04,50194,41927,37892,18674,2567,151254
2017-08-05,50976,42519,37433,18677,2498,152103
2017-08-06,50493,40281,35658,18026,2484,146941
2017-08-07,48680,37041,37752,18999,2523,144995
2017-08-08,51187,42194,35912,19617,2545,151455
2017-08-09,50428,42059,35289,19956,2479,150211
2017-08-10,52445,43379,34882,18563,2421,151691
2017-08-11,53020,42821,38524,19377,2342,156084
2017-08-12,53431,42808,37004,18240,2247,153730
2017-08-13,52331,41459,34315,17548,2279,147932
2017-08-14,52639,41068,36509,18206,2093,150515
2017-08-15,49937,36855,34333,17565,2364,141054
2017-08-16,54098,43122,37954,19161,2490,156825
2017-08-17,55452,45148,37710,19531,2427,160269
2017-08-18,57013,44906,36533,19499,2456,160407
2017-08-19,54165,43910,34534,19212,2555,154376
2017-08-20,51920,38886,33149,19175,2413,145543
2017-08-21,53026,40496,37231,19853,2453,153059
2017-08-22,53110,41546,37828,20004,2452,154941
2017-08-23,52398,42107,36203,19716,2449,152872
2017-08-24,52816,42338,36614,19774,2484,154026
2017-08-25,49310,40385,33908,20215,2518,146336
2017-08-26,51175,41644,35705,20034,2398,150956
2017-08-27,50594,39858,33781,18668,2597,145497
2017-08-28,51237,41299,36322,19115,2526,150498
2017-08-29,49500,38070,36947,19638,2571,146726
2017-08-30,50116,39572,37663,19992,2596,149938
2017-08-31,46888,40919,37806,19626,2552,147791
2017-09-01,45161,41047,36729,17939,2530,143405
2017-09-02,45510,41037,36059,18331,2477,143413
2017-09-03,45305,40446,33924,18746,2344,140766
2017-09-04,47551,43465,36144,19772,2544,149476
2017-09-05,49734,40624,36758,20386,2526,150028
2017-09-06,50382,44292,36301,19967,2587,153529
2017-09-07,51821,44458,36199,19845,2588,154911
2017-09-08,51919,44426,36145,20049,2469,155008
2017-09-09,53059,43998,36972,19601,2449,156079
2017-09-10,52374,43269,35486,19508,2405,153043
2017-09-11,54185,42845,36654,19675,2432,155791
2017-09-12,53208,44843,38425,19796,2296,158568
2017-09-13,52737,44264,38683,20627,2369,158680
2017-09-14,52522,43991,38855,20108,2446,157922
2017-09-15,53105,43159,37729,20283,2522,156798
2017-09-16,53857,42747,36323,20075,2619,155621
2017-09-17,51965,40248,31274,17790,2062,143339
2017-09-18,54649,42810,36225,19576,2511,155771
2017-09-19,52467,43913,37101,19359,2490,155330
2017-09-20,53255,42123,40186,20166,2573,158303
2017-09-21,52784,42805,40186,20166,2573,158515
2017-09-22,46032,43678,38974,20070,2514,151268
2017-09-23,45810,45439,39252,19822,2549,152872
2017-09-24,46461,44012,38482,20757,2592,152304
2017-09-25,49107,46286,37231,20703,2665,155991
2017-09-26,48903,47168,38228,21034,2674,158007
2017-09-27,49149,46516,37283,20250,2649,155846
2017-09-28,49487,45966,35428,18419,2410,151710
2017-09-29,48721,45430,33343,18421,2255,148170
2017-09-30,48198,40622,33585,17361,2098,141865
2017-10-01,48944,43544,32586,16978,2371,144423
2017-10-02,45680,45791,33527,17390,2516,144904
2017-10-03,48121,48094,37233,19244,2389,155081
2017-10-04,47662,47792,37016,19670,2623,154762
2017-10-05,48825,47205,36735,19855,2671,155291
2017-10-06,48275,45898,36882,19903,2624,153582
2017-10-07,48255,46229,37053,20462,2647,154646
2017-10-08,47053,43912,34209,19548,2500,147222
2017-10-09,48905,46274,38461,18349,2578,154567
2017-10-10,49562,45306,37670,19656,2703,154897
2017-10-11,48354,45708,37693,20299,2692,154745
2017-10-12,47168,46666,36872,20356,2637,153699
2017-10-13,47304,46666,37076,20428,2648,154122
2017-10-14,46311,46624,36513,20862,2656,152967
2017-10-15,45320,45166,33545,20046,2432,146509
2017-10-16,46039,46707,36168,20685,2651,152251
2017-10-17,49082,46462,35970,20523,2711,154748
2017-10-18,47555,43674,33672,20860,2718,148478
2017-10-19,43548,38017,33495,19852,2613,137526
2017-10-20,41936,36775,36265,18111,2350,135436
2017-10-21,40774,38732,35575,18864,1797,135742
2017-10-22,42060,40289,35707,19592,2198,139846
2017-10-23,42847,43293,38183,20670,2393,147385
2017-10-24,42680,44248,38549,19987,2501,147965
2017-10-25,44163,45151,38214,19924,2532,149983
2017-10-26,43004,45232,38163,18993,2325,147717
2017-10-27,42371,45374,38116,19496,2460,147816
2017-10-28,43216,45935,38499,19363,2453,149466
2017-10-29,40767,44345,35620,18260,2346,141337
2017-10-30,40983,45985,37673,18696,2186,145524
2017-10-31,41158,46046,37673,18035,2354,145266
2017-11-01,40829,46432,37908,17630,2405,145204
2017-11-02,41662,46353,37745,17330,2356,145446
2017-11-03,42022,46354,37444,18080,2351,146251
2017-11-04,41984,45226,36111,17706,2276,143303
2017-11-05,39269,44518,34104,17641,2288,137821
2017-11-06,41482,47346,35713,18058,2383,144981
2017-11-07,40313,47736,36162,18056,2379,144646
2017-11-08,40285,47688,37349,18029,2285,145636
2017-11-09,41038,48018,38213,17734,2428,147431
2017-11-10,40598,47177,38187,17952,2403,146318
2017-11-11,40275,47110,37635,17397,2309,144727
2017-11-12,38658,44934,34685,16755,2246,137277
2017-11-13,40108,46936,38291,17430,2302,145068
2017-11-14,40453,46909,38583,17581,2335,145861
2017-11-15,40273,46781,38898,17133,2339,145424
2017-11-16,39681,47084,39308,17149,2368,145590
2017-11-17,40159,47443,39874,17655,2388,147519
2017-11-18,39763,46796,38979,17509,2380,145427
2017-11-19,37487,44697,35429,17144,2317,137074
2017-11-20,40538,46787,38560,17623,2407,145915
2017-11-21,39271,47305,38367,17018,2379,144340
2017-11-22,40119,47305,38857,16553,2323,145157
2017-11-23,39611,47132,39156,16178,2331,144408
2017-11-24,40573,46382,39388,16705,2364,145413
2017-11-25,40782,46768,38196,17038,2265,145050
2017-11-26,39175,43899,34493,16937,2247,136752
2017-11-27,39820,45898,37766,17985,2246,143715
2017-11-28,41585,46591,38394,17373,2375,146317
2017-11-29,41780,45848,38218,16853,2405,145104
2017-11-30,40951,45932,36269,16821,2361,142334
2017-12-01,40847,45397,35727,16941,2320,141231
2017-12-02,39751,45863,35199,17018,2334,140165
2017-12-03,38701,43723,32938,16408,2251,134021
2017-12-04,41439,45159,36322,16997,2350,142267
2017-12-05,41152,42159,36756,17318,2330,139716
2017-12-06,40395,43570,36988,17576,2401,140929
2017-12-07,41423,44966,37525,17364,2382,143660
2017-12-08,41021,45542,38076,17325,2395,144359
2017-12-09,40171,45130,37530,17533,2357,142721
2017-12-10,39351,43439,34858,17156,2157,136961
2017-12-11,39121,45353,37347,17722,2327,141870
2017-12-12,41034,45498,38910,17529,2350,145321
2017-12-13,41943,45862,38533,17176,2346,145860
2017-12-14,42196,44953,38377,17253,2311,145090
2017-12-15,42303,46021,38781,17509,2391,147004
2017-12-16,43657,45732,38637,17629,2399,148055
2017-12-17,41829,43989,34389,17218,2251,139676
2017-12-18,43214,47163,38397,17292,2374,148439
2017-12-19,43691,46709,38462,17140,2400,148401
2017-12-20,44446,45872,38756,16995,2396,148465
2017-12-21,44490,46160,37794,17284,2409,148137
2017-12-22,44053,46275,38410,17029,2415,148182
2017-12-23,43398,45955,38504,17207,2369,147433
2017-12-24,42406,44182,34818,16633,2263,140302
2017-12-25,44351,45620,36958,16642,2303,145875
2017-12-26,45360,46320,38436,16837,2364,149317
2017-12-27,45195,45940,38359,17268,2405,149168
2017-12-28,44779,45357,38175,16785,2385,147481
2017-12-29,43836,45141,39501,17349,2400,148226
2017-12-30,44296,45241,39526,17044,2385,148492
2017-12-31,41700,42607,37748,16460,2238,140753
2018-01-01,44841,49679,42112,16890,2259,146801
2018-01-02,45951,50052,42504,16937,2322,151489
2018-01-03,46041,49230,43154,17436,2286,152859
2018-01-04,46163,50336,43148,17760,2287,152783
2018-01-05,46700,51035,42334,18474,2402,153147
2018-01-06,46598,51297,42960,17240,2357,152139
2018-01-07,43672,48928,40624,16718,2244,147105
2018-01-08,46242,50590,42689,17517,2393,153073
2018-01-09,46725,50387,42902,18533,2409,155102
2018-01-10,47460,49943,42317,18493,2396,154860
2018-01-11,46663,51410,43054,18715,2436,155657
2018-01-12,47310,51720,43560,18710,2480,156799
2018-01-13,46402,50923,42532,18895,2371,155578
2018-01-14,45694,47047,39835,18036,2211,148907
2018-01-15,46796,49886,39682,18150,2288,149803
2018-01-16,46812,51174,40208,18485,2330,151150
2018-01-17,48408,51181,41237,18462,2326,155106
2018-01-18,46728,50888,41664,18376,2371,153480
2018-01-19,47484,51118,42173,18546,2300,155390
2018-01-20,47614,51010,42060,18873,2306,154079
2018-01-21,45157,49988,40221,18099,2287,148247
2018-01-22,46006,51368,41365,18416,2450,152268
2018-01-23,45779,51325,42304,18740,2486,154125
2018-01-24,44566,50428,42846,18197,2431,151428
2018-01-25,45162,51184,42567,18299,2392,151380
2018-01-26,42864,46233,40939,17576,2290,146388
2018-01-27,44228,49877,42044,18243,2309,149778
2018-01-28,42702,50024,41075,18469,2332,148729
2018-01-29,45629,50471,42083,18057,2297,151344
2018-01-30,45213,50590,42550,18143,2331,153514
2018-01-31,45910,49617,42810,18281,2461,153088
2018-02-01,45293,50549,43383,18904,2448,152774
