,,,,,,,,,,,,SR-EMI  ,ER-EMI  ,WR-EMI  ,NR-EMI  ,WR-EMI  ,WR-EMI  ,NR-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,WR-EMI  ,WR-EMI  ,ER-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,NR-EMI  ,NR-EMI  ,WR-EMI  ,ER-EMI  ,,,NR-EMI  ,WR-EMI  ,SR-EMI  ,ER-EMI  ,NER-EMI,,,,,,,,,,,,,,,,,,,,,,,
Calendar Hour,,Calendar semester,Calendar trimester,Calendar week,Calendar day,Year,Month,Day,Date,Hour,,ANDHRA,BHR,CGS,DELHI,GOA,GUJ,HARYANA,HIMACHAL,J&K,JH,KARN,KERALA,MP,MAH,ODSA,PUNJAB,RAJ,SKM,TN,TELNGANA,UKHAND,UP,UT_WEST,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2015-01-04,1,1,1,4,2015,01,04,1/4/15,22,94,4997,2365,2736,2385,412,10455,5597,1093,2387,761,6701,2630,5871,13887,2487,3667,8268,65,9836,5362,1525,11175,909,3625,,,36097,34270,29526,9303,1307,110503,,,,,,,,,,,,,,,,,,,,,,
95,2015-01-04,1,1,1,4,2015,01,04,1/4/15,23,95,4905,2295,2625,2221,379,10081,5066,999,2253,770,6373,2348,5826,13288,2262,3955,8028,58,9718,5263,1528,11688,896,3256,,,35738,33095,28607,8641,1214,107295,,,,,,,,,,,,,,,,,,,,,,
96,2015-01-04,1,1,1,4,2015,01,04,1/4/15,24,96,5118,2238,2569,1927,340,9873,4920,873,2247,775,6125,2114,5402,12842,2225,3491,8343,61,9412,5492,1525,11291,890,3408,,,34617,31916,28261,8707,1223,104724,,,,,,,,,,,,,,,,,,,,,,
97,2015-01-05,1,1,1,5,2015,01,05,1/5/15,1,97,5094,2138,2134,2133,291,9268,3822,940,1427,711,5942,2089,3715,12276,2260,3653,7514,67,8830,5466,1326,10381,835,3175,,,31196,28519,27421,8351,1173,96660,,,,,,,,,,,,,,,,,,,,,,
98,2015-01-05,1,1,1,5,2015,01,05,1/5/15,2,98,5017,2138,2079,1843,276,9320,3639,925,1818,702,6343,2010,3668,11919,2260,3555,7300,65,8768,5384,1328,9033,828,3199,,,29441,28090,27522,8364,1175,94592,,,,,,,,,,,,,,,,,,,,,,
99,2015-01-05,1,1,1,5,2015,01,05,1/5/15,3,99,5386,2123,2120,1724,270,9382,3571,915,2032,725,6041,1961,3668,11848,2199,3468,7222,64,8728,5780,1306,8365,826,3076,,,28603,28114,27896,8187,1150,93950,,,,,,,,,,,,,,,,,,,,,,
100,2015-01-05,1,1,1,5,2015,01,05,1/5/15,4,100,5109,2152,2087,1653,267,9286,3528,911,1762,657,6138,1935,3658,11390,2229,3416,7055,64,8729,5482,1279,8051,802,3076,,,27655,27490,27393,8178,1149,91865,,,,,,,,,,,,,,,,,,,,,,
101,2015-01-05,1,1,1,5,2015,01,05,1/5/15,5,101,5373,2181,2134,1639,260,9250,3649,907,1824,725,6325,2030,3810,12169,2346,3451,6672,64,9053,5766,1223,7466,798,3150,,,26831,28421,28547,8466,1190,93455,,,,,,,,,,,,,,,,,,,,,,
102,2015-01-05,1,1,1,5,2015,01,05,1/5/15,6,102,5081,2297,2298,1727,263,9762,3948,835,881,788,6764,2256,4280,12776,2587,3804,6265,65,9717,5452,1214,7022,821,3273,,,25696,30200,29270,9010,1266,95442,,,,,,,,,,,,,,,,,,,,,,
103,2015-01-05,1,1,1,5,2015,01,05,1/5/15,7,103,5198,2354,2559,2016,282,10561,4777,993,977,856,6941,2542,4641,14167,2765,4348,7329,63,10186,5578,1200,7435,848,3421,,,29075,33058,30445,9459,1329,103366,,,,,,,,,,,,,,,,,,,,,,
104,2015-01-05,1,1,1,5,2015,01,05,1/5/15,8,104,5050,2326,2683,2412,306,11343,5326,1174,1143,747,7316,2621,5614,15274,2924,4766,8245,68,10592,5419,1216,7787,843,3544,,,32069,36063,30998,9609,1350,110089,,,,,,,,,,,,,,,,,,,,,,
105,2015-01-05,1,1,1,5,2015,01,05,1/5/15,9,105,4743,2268,2710,2936,314,11490,5411,1309,1235,652,8493,2355,5755,15738,2812,4840,8780,72,10512,5090,1213,9133,858,3815,,,34857,36865,31193,9619,1352,113886,,,,,,,,,,,,,,,,,,,,,,
106,2015-01-05,1,1,1,5,2015,01,05,1/5/15,10,106,4903,2311,2696,3165,326,11746,5172,1318,1323,693,8474,2355,5943,16380,2778,4716,8756,72,10440,5261,1422,8982,901,3815,,,34854,37992,31433,9669,1359,115307,,,,,,,,,,,,,,,,,,,,,,
107,2015-01-05,1,1,1,5,2015,01,05,1/5/15,11,107,5092,2253,2600,3283,358,11781,5122,1274,1385,639,8337,2394,5802,16487,2771,4357,8691,73,10262,5464,1498,9622,917,3692,,,35232,37945,31549,9428,1325,115479,,,,,,,,,,,,,,,,,,,,,,
108,2015-01-05,1,1,1,5,2015,01,05,1/5/15,12,108,4815,2210,2504,3194,344,11888,4880,1204,1400,688,8328,2434,5504,16309,2634,4092,8511,73,10089,5167,1554,9439,914,3815,,,34274,37463,30833,9420,1324,113314,,,,,,,,,,,,,,,,,,,,,,
109,2015-01-05,1,1,1,5,2015,01,05,1/5/15,13,109,4797,2022,2353,3056,360,11088,4480,1128,1508,657,8181,2394,5504,15916,2387,3850,8545,74,10014,5147,1569,9635,904,3765,,,33771,36125,30533,8905,1251,110585,,,,,,,,,,,,,,,,,,,,,,
110,2015-01-05,1,1,1,5,2015,01,05,1/5/15,14,110,4615,2022,2202,2710,346,10815,4674,1039,1592,630,7924,2424,5269,15416,2226,3528,8329,70,10052,4952,1620,9897,891,3741,,,33389,34939,29967,8689,1221,108205,,,,,,,,,,,,,,,,,,,,,,
111,2015-01-05,1,1,1,5,2015,01,05,1/5/15,15,111,4712,1993,2298,2423,339,10919,4932,968,1697,679,7746,2498,5237,15095,2341,3563,8251,69,9528,5056,1634,10384,896,3716,,,33852,34784,29540,8798,1236,108210,,,,,,,,,,,,,,,,,,,,,,
112,2015-01-05,1,1,1,5,2015,01,05,1/5/15,16,112,4718,2152,2422,2137,344,11107,4556,891,1763,652,7393,2601,5425,14667,2416,3541,8405,71,9731,5063,1606,10704,912,3446,,,33603,34877,29506,8737,1228,107951,,,,,,,,,,,,,,,,,,,,,,
113,2015-01-05,1,1,1,5,2015,01,05,1/5/15,17,113,5014,2311,2641,1937,347,11166,5133,936,1835,725,7605,2700,5723,14631,2508,3605,8595,77,9740,5380,1684,10321,911,3815,,,34046,35419,30439,9436,1326,110666,,,,,,,,,,,,,,,,,,,,,,
114,2015-01-05,1,1,1,5,2015,01,05,1/5/15,18,114,5091,2542,2957,1961,349,11202,5079,957,1979,784,7547,2463,6194,13811,2953,3702,8874,94,9903,5463,1691,10441,902,4996,,,34684,35415,30467,11369,1597,113532,,,,,,,,,,,,,,,,,,,,,,
115,2015-01-05,1,1,1,5,2015,01,05,1/5/15,19,115,5248,2600,2943,2077,351,11449,5716,1075,1984,761,7341,3015,6351,15238,3093,3994,9006,93,10068,5631,1544,11512,909,4848,,,36908,37241,31303,11395,1601,118448,,,,,,,,,,,,,,,,,,,,,,
116,2015-01-05,1,1,1,5,2015,01,05,1/5/15,20,116,5188,2557,2861,2794,393,11136,6457,1264,2110,847,7720,3133,6084,15702,2910,4850,9048,90,10046,5567,1623,12018,900,4799,,,40164,37076,31654,11203,1574,121671,,,,,,,,,,,,,,,,,,,,,,
117,2015-01-05,1,1,1,5,2015,01,05,1/5/15,21,117,5103,2571,2683,2751,404,10521,6338,1264,2268,811,7613,3157,5708,14917,2812,4582,8519,84,9705,5476,1566,11620,889,4553,,,38908,35122,31054,10831,1522,117437,,,,,,,,,,,,,,,,,,,,,,
118,2015-01-05,1,1,1,5,2015,01,05,1/5/15,22,118,5305,2427,2422,2646,406,10392,5805,1182,2300,743,7302,3074,5237,14132,2432,3963,8418,75,9284,5693,1551,11361,888,4110,,,37226,33477,30658,9787,1375,112523,,,,,,,,,,,,,,,,,,,,,,
119,2015-01-05,1,1,1,5,2015,01,05,1/5/15,23,119,4901,2354,2353,2464,373,10020,5254,1081,2171,752,6979,2621,4845,13240,2212,4273,8174,69,9223,5259,1553,11883,876,3692,,,36853,31707,28983,9079,1276,107898,,,,,,,,,,,,,,,,,,,,,,
120,2015-01-05,1,1,1,5,2015,01,05,1/5/15,24,120,5037,2297,2285,2139,335,9813,5102,945,2165,756,6594,2256,4453,12669,2176,3771,8494,69,8857,5405,1551,11479,881,3864,,,35646,30436,28149,9162,1287,104680,,,,,,,,,,,,,,,,,,,,,,
121,2015-01-06,1,1,1,6,2015,01,06,1/6/15,1,121,5250,2138,2134,2195,291,9268,3832,940,1393,711,6501,2148,3715,12276,2260,3666,7470,74,8201,5634,1466,10320,835,3175,,,31282,28519,27734,8358,1174,97067,,,,,,,,,,,,,,,,,,,,,,
122,2015-01-06,1,1,1,6,2015,01,06,1/6/15,2,122,5426,2138,2079,1897,276,9320,3649,925,1774,702,6666,2098,3668,11919,2260,3567,7258,71,8183,5822,1467,8981,828,3199,,,29518,28090,28195,8370,1176,95349,,,,,,,,,,,,,,,,,,,,,,
123,2015-01-06,1,1,1,6,2015,01,06,1/6/15,3,123,5355,2123,2120,1774,270,9382,3581,915,1983,725,6595,2049,3668,11848,2199,3480,7180,70,8282,5746,1444,8317,826,3076,,,28674,28114,28027,8193,1151,94159,,,,,,,,,,,,,,,,,,,,,,
124,2015-01-06,1,1,1,6,2015,01,06,1/6/15,4,124,5492,2152,2087,1701,267,9286,3538,911,1720,657,6369,1999,3658,11390,2229,3428,7014,70,8332,5893,1414,8004,802,3076,,,27730,27490,28085,8184,1150,92639,,,,,,,,,,,,,,,,,,,,,,
125,2015-01-06,1,1,1,6,2015,01,06,1/6/15,5,125,5447,2181,2134,1687,260,9250,3659,907,1781,725,6545,2098,3810,12169,2346,3463,6634,70,8792,5845,1351,7423,798,3150,,,26905,28421,28727,8472,1190,93715,,,,,,,,,,,,,,,,,,,,,,
126,2015-01-06,1,1,1,6,2015,01,06,1/6/15,6,126,5247,2297,2298,1777,263,9762,3959,835,860,788,6859,2298,4280,12776,2587,3817,6229,71,9587,5630,1342,6981,821,3273,,,25800,30200,29621,9016,1267,95904,,,,,,,,,,,,,,,,,,,,,,
127,2015-01-06,1,1,1,6,2015,01,06,1/6/15,7,127,5278,2354,2559,2075,282,10561,4790,993,953,856,7222,2598,4641,14167,2765,4363,7286,69,10488,5664,1326,7392,848,3421,,,29178,33058,31250,9465,1330,104281,,,,,,,,,,,,,,,,,,,,,,
128,2015-01-06,1,1,1,6,2015,01,06,1/6/15,8,128,5356,2326,2683,2482,306,11343,5341,1174,1116,747,7749,2698,5614,15274,2924,4782,8198,74,10664,5747,1344,7741,843,3544,,,32178,36063,32214,9615,1351,111421,,,,,,,,,,,,,,,,,,,,,,
129,2015-01-06,1,1,1,6,2015,01,06,1/6/15,9,129,5386,2268,2710,3022,314,11490,5426,1309,1205,652,8126,2398,5755,15738,2812,4857,8729,79,10489,5780,1340,9080,858,3815,,,34968,36865,32179,9626,1353,114991,,,,,,,,,,,,,,,,,,,,,,
130,2015-01-06,1,1,1,6,2015,01,06,1/6/15,10,130,5531,2311,2696,3258,326,11746,5186,1318,1291,693,8329,2398,5943,16380,2778,4734,8706,79,10672,5935,1572,8929,901,3815,,,34994,37992,32865,9676,1360,116887,,,,,,,,,,,,,,,,,,,,,,
131,2015-01-06,1,1,1,6,2015,01,06,1/6/15,11,131,5875,2253,2600,3379,358,11781,5137,1274,1352,639,8124,2448,5802,16487,2771,4374,8641,80,11084,6304,1655,9566,917,3692,,,35378,37945,33835,9435,1326,117919,,,,,,,,,,,,,,,,,,,,,,
132,2015-01-06,1,1,1,6,2015,01,06,1/6/15,12,132,5842,2210,2504,3287,344,11888,4894,1204,1366,688,8241,2498,5504,16309,2634,4107,8462,80,10780,6269,1718,9384,914,3815,,,34422,37463,33630,9427,1325,116267,,,,,,,,,,,,,,,,,,,,,,
133,2015-01-06,1,1,1,6,2015,01,06,1/6/15,13,133,5483,2022,2353,3145,360,11088,4493,1128,1472,657,8262,2448,5504,15916,2387,3865,8496,81,10843,5884,1734,9579,904,3765,,,33912,36125,32920,8912,1252,113121,,,,,,,,,,,,,,,,,,,,,,
134,2015-01-06,1,1,1,6,2015,01,06,1/6/15,14,134,5551,2022,2202,2789,346,10815,4687,1039,1554,630,8007,2498,5269,15416,2226,3541,8281,77,10503,5957,1791,9840,891,3741,,,33522,34939,32516,8696,1222,110895,,,,,,,,,,,,,,,,,,,,,,
135,2015-01-06,1,1,1,6,2015,01,06,1/6/15,15,135,5335,1993,2298,2494,339,10919,4946,968,1656,679,7644,2548,5237,15095,2341,3577,8203,75,10076,5725,1806,10323,896,3716,,,33973,34784,31328,8804,1237,110126,,,,,,,,,,,,,,,,,,,,,,
136,2015-01-06,1,1,1,6,2015,01,06,1/6/15,16,136,5074,2152,2422,2200,344,11107,4568,891,1720,652,7723,2648,5425,14667,2416,3554,8357,77,9997,5445,1775,10642,912,3446,,,33707,34877,30887,8743,1228,109442,,,,,,,,,,,,,,,,,,,,,,
137,2015-01-06,1,1,1,6,2015,01,06,1/6/15,17,137,5156,2311,2641,1994,347,11166,5147,936,1791,725,7429,2798,5723,14631,2508,3618,8546,85,10361,5533,1861,10261,911,3815,,,34154,35419,31277,9444,1327,111621,,,,,,,,,,,,,,,,,,,,,,
138,2015-01-06,1,1,1,6,2015,01,06,1/6/15,18,138,5450,2542,2957,2018,349,11202,5093,957,1932,784,7800,2498,6194,13811,2953,3716,8823,103,10488,5848,1869,10380,902,4996,,,34788,35415,32084,11378,1599,115264,,,,,,,,,,,,,,,,,,,,,,
139,2015-01-06,1,1,1,6,2015,01,06,1/6/15,19,139,5328,2600,2943,2138,351,11449,5732,1075,1936,761,7502,3098,6351,15238,3093,4009,8955,102,10948,5717,1706,11445,909,4848,,,36996,37241,32593,11404,1602,119836,,,,,,,,,,,,,,,,,,,,,,
140,2015-01-06,1,1,1,6,2015,01,06,1/6/15,20,140,4967,2557,2861,2875,393,11136,6475,1264,2059,847,8208,3198,6084,15702,2910,4868,8996,99,10742,5330,1794,11948,900,4799,,,40279,37076,32445,11212,1575,122587,,,,,,,,,,,,,,,,,,,,,,
141,2015-01-06,1,1,1,6,2015,01,06,1/6/15,21,141,4870,2571,2683,2832,404,10521,6356,1264,2214,811,7932,3248,5708,14917,2812,4598,8470,92,10593,5226,1731,11553,889,4553,,,39018,35122,31869,10839,1523,118371,,,,,,,,,,,,,,,,,,,,,,
142,2015-01-06,1,1,1,6,2015,01,06,1/6/15,22,142,5096,2427,2422,2724,406,10392,5821,1182,2245,743,7442,3198,5237,14132,2432,3978,8369,82,9908,5468,1714,11295,888,4110,,,37328,33477,31112,9794,1376,113087,,,,,,,,,,,,,,,,,,,,,,
143,2015-01-06,1,1,1,6,2015,01,06,1/6/15,23,143,5038,2354,2353,2536,373,10020,5269,1081,2119,752,6900,2698,4845,13240,2212,4288,8127,75,9715,5406,1717,11814,876,3692,,,36951,31707,29757,9085,1277,108777,,,,,,,,,,,,,,,,,,,,,,
144,2015-01-06,1,1,1,6,2015,01,06,1/6/15,24,144,5380,2297,2285,2201,335,9813,5117,945,2113,756,6844,2298,4453,12669,2176,3784,8446,76,9339,5773,1714,11412,881,3864,,,35732,30436,29634,9169,1288,106259,,,,,,,,,,,,,,,,,,,,,,
145,2015-01-07,1,1,1,7,2015,01,07,1/7/15,1,145,5257,1875,2324,1962,297,9398,4193,936,2120,835,6544,2159,3931,12763,2025,3773,7501,69,8678,5641,1541,10513,829,4436,,,32539,29542,28279,9240,1298,100898,,,,,,,,,,,,,,,,,,,,,,
146,2015-01-07,1,1,1,7,2015,01,07,1/7/15,2,146,5494,1875,2317,1688,281,9450,5396,941,2095,857,6890,2109,3881,12361,2025,3600,7314,67,8626,5895,1564,10686,821,4301,,,33284,29111,29014,9125,1282,101816,,,,,,,,,,,,,,,,,,,,,,
147,2015-01-07,1,1,1,7,2015,01,07,1/7/15,3,147,5503,1862,2298,1662,275,9514,5386,917,2095,838,6775,2059,3881,12225,1953,3595,7161,65,8734,5905,1531,10314,819,4221,,,32661,29012,28976,8939,1256,100844,,,,,,,,,,,,,,,,,,,,,,
148,2015-01-07,1,1,1,7,2015,01,07,1/7/15,4,148,5239,1887,2324,1609,272,9417,5379,922,2046,835,6558,2009,3871,12202,2154,3596,7100,65,8794,5622,1523,10181,796,4197,,,32356,28882,28222,9138,1284,99882,,,,,,,,,,,,,,,,,,,,,,
149,2015-01-07,1,1,1,7,2015,01,07,1/7/15,5,149,5336,1913,2333,1625,265,9380,5398,927,2025,858,6556,2109,4031,12651,2341,3595,6751,65,9156,5726,1535,10183,792,4218,,,32039,29452,28883,9395,1320,101089,,,,,,,,,,,,,,,,,,,,,,
150,2015-01-07,1,1,1,7,2015,01,07,1/7/15,6,150,5297,2014,2590,1768,269,9899,5445,940,1932,897,7063,2310,4529,13558,2484,3781,6704,67,9725,5684,1593,10369,815,4298,,,32532,31660,30079,9760,1371,105402,,,,,,,,,,,,,,,,,,,,,,
151,2015-01-07,1,1,1,7,2015,01,07,1/7/15,7,151,5098,2065,2880,2243,288,10710,5575,1049,2024,900,7514,2611,4911,14794,2614,4354,7579,65,10665,5470,1600,10032,841,4174,,,34456,34424,31358,9818,1380,111436,,,,,,,,,,,,,,,,,,,,,,
152,2015-01-07,1,1,1,7,2015,01,07,1/7/15,8,152,5567,2039,2942,2744,312,11502,5661,1221,1953,932,8066,2712,5940,16282,2528,4950,8647,69,10928,5974,1711,9892,836,4466,,,36779,37814,33247,10034,1410,119284,,,,,,,,,,,,,,,,,,,,,,
153,2015-01-07,1,1,1,7,2015,01,07,1/7/15,9,153,5679,1989,2769,2956,321,11652,5674,1305,1881,911,8213,2410,6089,16643,2556,4799,8781,73,10656,6094,1721,10912,851,4727,,,38029,38325,33052,10256,1441,121103,,,,,,,,,,,,,,,,,,,,,,
154,2015-01-07,1,1,1,7,2015,01,07,1/7/15,10,154,5717,2027,2783,3086,333,11911,5637,1294,1997,904,8051,2410,6288,17285,2341,4592,8802,74,10678,6135,1773,10288,894,4751,,,37469,39494,32991,10097,1419,121470,,,,,,,,,,,,,,,,,,,,,,
155,2015-01-07,1,1,1,7,2015,01,07,1/7/15,11,155,6124,1976,2752,3492,365,11947,5629,1292,1912,908,7866,2461,6139,17393,2312,4516,8992,74,10713,6571,1817,10773,910,4811,,,38423,39506,33735,10081,1416,123161,,,,,,,,,,,,,,,,,,,,,,
156,2015-01-07,1,1,1,7,2015,01,07,1/7/15,12,156,5827,1938,2668,3523,350,12055,5591,1248,1955,850,8020,2511,5824,17177,2169,4397,9048,75,10651,6253,1793,10479,907,4821,,,38034,38981,33262,9853,1384,121514,,,,,,,,,,,,,,,,,,,,,,
157,2015-01-07,1,1,1,7,2015,01,07,1/7/15,13,157,5531,1773,2574,3373,368,11244,5528,1205,2008,798,7939,2461,5824,16737,1996,4196,8720,76,10254,5935,1729,10484,897,4878,,,37243,37644,32120,9521,1338,117866,,,,,,,,,,,,,,,,,,,,,,
158,2015-01-07,1,1,1,7,2015,01,07,1/7/15,14,158,5714,1773,2411,3122,352,10967,5559,1154,2031,809,7771,2511,5575,16400,1809,3962,8766,71,10261,6131,1748,10519,884,4613,,,36861,36589,32388,9075,1275,116188,,,,,,,,,,,,,,,,,,,,,,
159,2015-01-07,1,1,1,7,2015,01,07,1/7/15,15,159,5761,1748,2435,2945,346,11072,5599,1143,2077,868,7379,2561,5541,16127,1795,4120,8697,70,10046,6182,1729,10409,889,4536,,,36719,36410,31929,9017,1267,115342,,,,,,,,,,,,,,,,,,,,,,
160,2015-01-07,1,1,1,7,2015,01,07,1/7/15,16,160,6032,1887,2565,2873,351,11263,5540,1134,1949,862,7725,2661,5741,16415,2125,4037,8869,72,10091,6473,1724,10131,905,4650,,,36257,37240,32982,9596,1348,117423,,,,,,,,,,,,,,,,,,,,,,
161,2015-01-07,1,1,1,7,2015,01,07,1/7/15,17,161,6142,2027,2678,2817,354,11323,5631,1163,2077,850,7486,2812,6056,15919,2269,4042,8734,79,10114,6591,1687,10851,904,5103,,,37002,37234,33145,10328,1451,119160,,,,,,,,,,,,,,,,,,,,,,
162,2015-01-07,1,1,1,7,2015,01,07,1/7/15,18,162,6071,2229,2997,2798,356,11360,5622,1149,2007,892,7309,2511,6554,14697,2786,4070,8699,96,10448,6515,1645,10569,895,6200,,,36559,36859,32854,12203,1715,120190,,,,,,,,,,,,,,,,,,,,,,
163,2015-01-07,1,1,1,7,2015,01,07,1/7/15,19,163,6256,2280,3031,2920,358,11610,5776,1221,2077,858,7338,3113,6720,15144,2944,4389,9072,95,10912,6713,1682,11497,902,6160,,,38634,37765,34332,12337,1733,124801,,,,,,,,,,,,,,,,,,,,,,
164,2015-01-07,1,1,1,7,2015,01,07,1/7/15,20,164,5510,2242,2932,3094,401,11293,6420,1287,2233,869,8074,3214,6438,15597,2858,4635,8626,92,10787,5913,1736,11643,893,5958,,,39674,37554,33498,12019,1689,124434,,,,,,,,,,,,,,,,,,,,,,
165,2015-01-07,1,1,1,7,2015,01,07,1/7/15,21,165,5731,2255,2723,2952,412,10669,6045,1244,2263,833,7901,3264,6039,14657,2556,4561,7742,86,10802,6150,1724,11390,882,5539,,,37921,35382,33848,11269,1583,120003,,,,,,,,,,,,,,,,,,,,,,
166,2015-01-07,1,1,1,7,2015,01,07,1/7/15,22,166,5770,2128,2515,2699,414,10538,5530,1187,2348,822,7468,3214,5541,13748,2326,4197,7350,77,10086,6192,1691,11401,881,4948,,,36403,33637,32730,10301,1447,114518,,,,,,,,,,,,,,,,,,,,,,
167,2015-01-07,1,1,1,7,2015,01,07,1/7/15,23,167,5597,2065,2418,2519,380,10160,4995,1123,2342,828,7142,2712,5126,13155,2011,4263,7246,70,9735,6006,1677,11841,870,4529,,,36006,32109,31192,9503,1335,110145,,,,,,,,,,,,,,,,,,,,,,
168,2015-01-07,1,1,1,7,2015,01,07,1/7/15,24,168,5648,2014,2364,2134,341,9951,4693,998,2229,825,7029,2310,4711,12713,1853,3701,7709,71,9434,6061,1659,11619,874,4576,,,34742,30954,30482,9339,1312,106829,,,,,,,,,,,,,,,,,,,,,,
169,2015-01-08,1,1,2,8,2015,01,08,1/8/15,1,169,5877,1875,2149,2017,296,9139,4270,924,2052,835,6751,2159,4141,12856,2025,3971,7299,70,9152,6306,1549,10545,836,4436,,,32627,29417,30245,9241,1298,102828,,,,,,,,,,,,,,,,,,,,,,
170,2015-01-08,1,1,2,8,2015,01,08,1/8/15,2,170,5563,1875,2094,1736,281,9190,5495,928,2028,857,6822,2077,4088,12482,2025,3788,7117,68,9136,5969,1573,10718,829,4301,,,33383,28964,29567,9126,1282,102322,,,,,,,,,,,,,,,,,,,,,,
171,2015-01-08,1,1,2,8,2015,01,08,1/8/15,3,171,5250,1862,2135,1709,275,9252,5484,905,2028,838,6576,2026,4088,12408,1953,3783,6968,67,9278,5634,1539,10345,827,4221,,,32761,28985,28764,8941,1256,100707,,,,,,,,,,,,,,,,,,,,,,
172,2015-01-08,1,1,2,8,2015,01,08,1/8/15,4,172,5444,1887,2102,1655,272,9157,5477,910,1981,835,6802,2000,4077,11928,2154,3785,6909,66,9241,5842,1531,10212,803,4197,,,32460,28339,29329,9139,1284,100551,,,,,,,,,,,,,,,,,,,,,,
173,2015-01-08,1,1,2,8,2015,01,08,1/8/15,5,173,5376,1913,2149,1671,265,9121,5496,915,1961,858,6889,2098,4246,12744,2341,3783,6569,67,9417,5769,1543,10213,799,4218,,,32151,29324,29549,9397,1320,101741,,,,,,,,,,,,,,,,,,,,,,
174,2015-01-08,1,1,2,8,2015,01,08,1/8/15,6,174,5557,2014,2315,1818,268,9626,5544,927,1871,897,6913,2332,4770,13379,2484,3980,6524,68,10269,5963,1601,10401,822,4298,,,32666,31180,31034,9761,1372,106013,,,,,,,,,,,,,,,,,,,,,,
175,2015-01-08,1,1,2,8,2015,01,08,1/8/15,7,175,5760,2065,2577,2306,287,10415,5677,1035,1960,900,7435,2627,5172,14837,2614,4582,7375,66,10933,6181,1609,10063,849,4174,,,34607,34137,32936,9819,1380,112879,,,,,,,,,,,,,,,,,,,,,,
176,2015-01-08,1,1,2,8,2015,01,08,1/8/15,8,176,5808,2039,2702,2821,311,11185,5764,1205,1890,932,7818,2709,6256,15995,2528,5209,8414,71,11210,6232,1721,9922,844,4466,,,36946,37293,33777,10036,1410,119462,,,,,,,,,,,,,,,,,,,,,,
177,2015-01-08,1,1,2,8,2015,01,08,1/8/15,9,177,6005,1989,2729,3040,320,11331,5778,1288,1821,911,8304,2434,6414,16481,2556,5051,8545,75,10933,6444,1730,10945,859,4727,,,38198,38134,34120,10258,1441,122151,,,,,,,,,,,,,,,,,,,,,,
178,2015-01-08,1,1,2,8,2015,01,08,1/8/15,10,178,5549,2027,2715,3173,332,11583,5740,1277,1933,904,8310,2434,6623,17154,2341,4834,8565,75,11015,5954,1783,10320,902,4751,,,37625,39309,33262,10098,1419,121713,,,,,,,,,,,,,,,,,,,,,,
179,2015-01-08,1,1,2,8,2015,01,08,1/8/15,11,179,5333,1976,2619,3591,364,11618,5732,1275,1851,908,8150,2474,6466,17266,2312,4754,8750,76,10925,5723,1827,10805,918,4811,,,38585,39251,32605,10083,1417,121941,,,,,,,,,,,,,,,,,,,,,,
180,2015-01-08,1,1,2,8,2015,01,08,1/8/15,12,180,5777,1938,2522,3623,350,11723,5693,1231,1892,850,8297,2515,6134,17079,2169,4628,8805,76,10867,6199,1803,10511,915,4821,,,38186,38723,33655,9854,1385,121803,,,,,,,,,,,,,,,,,,,,,,
181,2015-01-08,1,1,2,8,2015,01,08,1/8/15,13,181,5910,1773,2370,3469,367,10934,5629,1190,1944,798,8240,2474,6134,16668,1996,4417,8486,77,10697,6342,1739,10516,905,4878,,,37390,37378,33663,9522,1338,119291,,,,,,,,,,,,,,,,,,,,,,
182,2015-01-08,1,1,2,8,2015,01,08,1/8/15,14,182,5750,1773,2218,3211,352,10665,5660,1139,1966,809,8137,2505,5872,16145,1809,4170,8530,73,10642,6170,1758,10551,892,4613,,,36985,36144,33204,9077,1275,116685,,,,,,,,,,,,,,,,,,,,,,
183,2015-01-08,1,1,2,8,2015,01,08,1/8/15,15,183,5906,1748,2315,3028,345,10767,5701,1128,2010,868,7502,2581,5837,15808,1795,4336,8463,72,10240,6337,1738,10441,897,4536,,,36845,35969,32566,9019,1267,115666,,,,,,,,,,,,,,,,,,,,,,
184,2015-01-08,1,1,2,8,2015,01,08,1/8/15,16,184,6009,1887,2439,2955,350,10953,5641,1119,1886,862,7744,2688,6046,15360,2125,4249,8631,74,10447,6448,1734,10162,913,4650,,,36377,36061,33336,9598,1349,116721,,,,,,,,,,,,,,,,,,,,,,
185,2015-01-08,1,1,2,8,2015,01,08,1/8/15,17,185,6142,2027,2660,2897,353,11011,5733,1148,2010,850,7757,2790,6379,15323,2269,4254,8499,81,10618,6591,1696,10884,912,5103,,,37121,36638,33898,10330,1451,119438,,,,,,,,,,,,,,,,,,,,,,
186,2015-01-08,1,1,2,8,2015,01,08,1/8/15,18,186,6065,2229,2978,2877,355,11047,5725,1134,1943,892,7768,2546,6903,14463,2786,4283,8465,98,10684,6508,1654,10602,903,6200,,,36683,36649,33571,12205,1715,120823,,,,,,,,,,,,,,,,,,,,,,
187,2015-01-08,1,1,2,8,2015,01,08,1/8/15,19,187,5937,2280,2964,3003,357,11290,5881,1205,2011,858,7658,3116,7078,15958,2944,4619,8828,97,11478,6371,1691,11532,910,6160,,,38770,38557,34560,12339,1734,125960,,,,,,,,,,,,,,,,,,,,,,
