,Delhi,Haryana,Himachal Pradesh,Jammu & Kashmir,Punjab,Rajasthan,Uttar Pradesh,Uttarakhand,Chhattisgarh,Gujarat,Madhya Pradesh,Maharashtra,Goa,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
0,2434.7096671156346,1016.0832125614354,679.6431339659523,580.5764897514509,3745.2884762007616,1772.9938813608492,5912.72784063141,674.4196107884886,2375.8914093820786,3300.8127662875536,1437.2869656302685,3194.7279222022144,0.0,2384.8780732749005,1159.3942837395236,3603.9405777909433,4036.5264377082513,3641.561050828823,962.216052622577,1720.1011945815885,1378.4098547026483,2678.118948728747,0.0,78.41978849338479,506.9554036028504,95.84025159119281,68.5779024478979,131.9003601401841,125.23298952214628,91.69081655333757
1,1043.447000192415,846.7360104678629,679.6431339659523,387.05099316763403,1123.586542860229,886.496940680425,3247.836419501763,224.8065369294962,1187.9457046910395,1747.489111563999,692.0270575256843,1437.6275649909958,0.0,1192.4390366374498,421.59792135982667,1468.2720872481625,3936.8591182586656,1499.466315047162,396.2066099034139,1261.407542693165,413.5229564107945,1854.0823491199023,0.0,78.41978849338479,202.78216144114012,0.0,68.5779024478979,131.9003601401841,62.61649476107314,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.94033004751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2877.8938491068084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.555293510117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0929618813996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.4642899774759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.64897485113437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.91878821115574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.37720314235406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.1276927295439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0464809406998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.403381135843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.8840573630116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.196434966214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,347.81566673080494,846.7360104678629,0.0,0.0,749.0576952401526,1575.994561209644,3247.836419501763,224.8065369294962,339.4130584831542,1747.489111563999,532.328505788988,1198.02297082583,0.0,476.97561465498,421.59792135982667,1468.2720872481625,1208.4662483262348,2356.3042093598265,452.8075541753302,229.3468259442118,1929.7737965837073,1442.0640493154795,41.68239557717763,0.0,253.4777018014252,0.0,68.5779024478979,0.0,0.0,0.0
16,2086.89400038483,2370.860829310016,679.6431339659523,290.2882448757255,3370.7596285806867,4235.485383250921,9327.11997395377,1124.0326846474811,1187.9457046910395,5824.96370521333,1650.2183679458633,3913.5417046977122,0.0,1669.4146512924299,1475.5927247593934,4004.3784197677164,1202.2370408606362,7283.122101657645,1301.8217182540739,917.3873037768471,4686.5935059890035,5047.224172604175,83.36479115435526,0.0,608.3464843234204,0.0,205.7337073436937,0.0,62.61649476107314,0.0
17,3825.972334038855,3894.985648152169,1699.1078349148809,677.3392380433594,6741.519257161374,6303.978244838579,15073.292100764555,1798.4522954359695,2375.891409382079,9319.941928341332,2981.039632418335,7427.742419120147,296.8962774995437,3338.8293025848593,3056.584929858744,5873.088348992648,1283.2167379134246,12852.568414689966,2179.1363544687756,2064.121433497906,6065.003360691652,8549.379720941768,83.36479115435526,0.0,963.2152668454156,47.920125795596405,274.3116097915916,0.0,125.23298952214628,0.0
18,6608.497667885295,4911.068860713605,3058.3941028467857,967.6274829190849,10112.278885742064,7091.9755254434,17155.238523522105,2248.0653692949622,3224.424055589964,11067.431039905332,4045.6966439963135,9584.18376660664,1187.585109998175,4769.7561465498,4215.979213598265,6673.964032946193,1308.1335677758213,15637.291571206124,2660.2443807800623,3325.5289761910703,5927.162375221385,9888.439195306144,83.36479115435526,78.41978849338479,1267.3885090071262,143.7603773867892,274.3116097915916,131.9003601401841,187.84948428321945,91.69081655333757
19,8347.576001539323,5757.804871181468,3738.0372368127382,1161.152979502902,12359.451971462518,8273.971446350628,18570.962090997236,2697.6784431539545,3903.2501725562724,13979.912892512006,4578.0251497853,10462.73394521225,1781.3776649972624,6319.926894178482,4637.577134958093,8409.194681512206,1295.6751528446232,17993.595780565945,3141.352407091349,4013.569454023705,7719.095186334826,10609.471219963887,125.04718673153289,156.83957698676957,1875.7349933305468,191.68050318238562,274.3116097915916,263.8007202803682,187.84948428321945,229.2270413833439
20,9391.02300173174,4741.721658620032,3738.0372368127382,1548.2039726705361,14232.096209562904,7485.974165745809,16905.40495279121,3372.0980539424427,4751.782818764157,15533.236547235556,4311.860896890806,10063.392954936975,1484.4813874977187,7393.122027152186,4426.778174278179,9610.508207442519,1931.0543143357368,17565.17683340962,3197.9533513632655,3898.8960410516015,7581.254200864566,10094.448345208359,83.36479115435526,156.83957698676957,2078.517154771687,239.60062897798204,205.7337073436937,263.8007202803682,250.46597904429257,366.76326621335033
21,7651.94466807771,4064.3328502457407,2718.572535863809,1644.9667209624442,13483.038514322756,6796.476545216588,17571.627808073616,2697.6784431539545,6109.435052696773,14174.078349352445,4311.860896890806,10382.865747157195,890.6888324986312,8108.5854491346545,4321.378693938222,10678.34245271392,2815.601774450817,16494.129465518785,3311.1552399070965,4357.589692940024,6892.04927351324,9167.407170648408,41.68239557717763,156.83957698676957,2179.908235492257,287.5207547735784,137.1558048957958,263.8007202803682,250.46597904429257,366.76326621335033
22,7999.760334808518,3556.291243965023,2718.572535863809,1644.9667209624442,11610.394276222367,5811.479944460562,16072.62638368818,2472.8719062244577,5939.728523455196,11844.092867267113,3992.463793417412,8785.501786056087,593.7925549990874,7035.3903161609505,3372.783370878613,10010.946049419297,3513.2730105979235,12209.939993955464,2801.746741459853,4586.936518884233,5375.798433340327,8240.365996088452,41.68239557717763,235.2593654801544,1723.6483722496916,239.600628977982,205.7337073436937,395.7010804205523,313.0824738053657,320.9178579366814
23,3825.972334038855,2370.860829310016,1699.1078349148809,1257.9157277948102,6366.9904095412985,3545.9877627216997,10992.677112159805,1348.839221576977,4242.663231039426,7960.783730458223,2395.478276050448,5670.6420619089295,0.0,4889.000050213546,2002.590126459177,6407.005471628348,3936.859118258665,7925.7505223921435,1782.929744565361,3325.5289761910713,3170.3426658160915,5974.265347164126,0.0,156.83957698676957,1115.301887926271,95.84025159119281,137.1558048957958,263.8007202803682,187.84948428321945,137.53622483000635
24,4513.461320412444,1640.3625242232608,256.6915972774804,507.0850566347911,2763.720626464079,3143.917467124995,10501.346458975211,1146.7957112103359,1533.6130499290407,3800.248717885325,2981.2015640081104,7894.607121798017,268.5688992517805,3510.84000867689,2262.6203284794597,3159.400536186791,6535.062735605019,7695.687005574426,1848.984420331768,1219.6831837349691,2164.725095138959,4727.775457960036,0.0,99.04161772793101,1109.9936800821272,0.0,0.0,0.0,85.31172795734973,132.12088857932818
25,1504.4871068041482,1093.5750161488404,256.6915972774804,0.0,1974.086161760056,1429.0533941477252,5250.673229487614,286.69892780258397,438.1751571225832,1900.1243589426624,1490.6007820040547,4583.965425560144,0.0,1579.8780039045994,2011.21806975952,1330.2739099733863,6205.400817191711,3386.102282452748,1033.2559995971644,784.0820466867657,481.0500211419908,1857.3403584843009,0.0,0.0,713.5673657670818,0.0,0.0,0.0,85.31172795734973,132.12088857932818
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5526.685102811369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4382.564327141648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.220714711545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.059326810444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.7761022152035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7157143803435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.49287761996453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.18881639682655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.8035307109292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.8639185457903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.5324288269276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.6674492567197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.7552655873053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,3761.2177670103697,2460.5437863348916,256.6915972774804,253.54252831739555,1579.2689294080449,2000.674751806815,5887.118469425505,573.3978556051679,876.3503142451663,1900.1243589426624,3146.823873119672,4838.6301714245965,0.0,1755.4200043384442,754.2067761598198,1829.126626213406,2191.282163570822,2770.447322006794,1142.019789028445,261.360682228922,721.5750317129863,2532.7368524785916,0.0,0.0,396.4263143150456,0.0,0.0,123.1158087145876,0.0,132.12088857932818
40,9779.166194226962,6834.843850930254,1283.457986387402,1267.7126415869775,6317.0757176321795,5573.3082371761275,17024.910168338607,1720.1935668155036,2409.963364174206,5937.888621695823,8115.4931464665215,14261.225768409324,268.5688992517805,4564.092011279955,2514.0225871994003,5321.0956398935405,2007.0593268104421,9542.651886912286,3371.677472369694,1393.9236385542506,2284.9876004244566,7260.512310438629,0.0,0.0,1109.9936800821274,75.53999525582522,185.71880560187105,246.2316174291752,170.62345591469946,396.3626657379846
